Session Title,Player Name,Minutes Played,Split Name,Tags,Distance (miles),Sprint Distance (yards),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
Kalamazoo,Keller,,2nd.half,game,3.4506,85.1069,14,603.5769,1,0,0,268.3324,16.2055,119.5098,8.3662,54.8687,0,3.1142,0.1999,0.0882,0.0287,0.0196,2934.5,73.7,28.1,8.1,4.7,246,1,0,0,0,0,6,6,1,1,1.4304,0.2458,0.0649,0.0127,0.0031,1312.2,166.3,37.8,7.1,1.7,1.407,0.2338,0.0417,0.0105,0.0008,1311.5,170.5,32.7,8.3,1,0.4444,1.227,0.9241,0.4839,0.1937,0.0775,0.0416,0.0261,0.0115,0.008,0.0126,977.9,1160.3,530.2,225.4,82.3,31.8,16.6,10.3,5.1,3.4,5.8,3049,0,0,0,0,0,185,81,27,4,0,171,79,22,8
Kalamazoo,Sierens,,2nd.half,game,0.6904,73.7509,4,121.8371,0,0,0,59.9414,14.416,23.911,1.6888,7.9337,0,0.1385,0.3614,0.1486,0.0415,0.0004,2615.8,357.4,63.9,11.8,0.1,18,0,0,0,0,0,1,2,1,0,0.2839,0.0498,0.013,0.0052,0.0038,666.9,40.1,8.5,2.7,1.8,0.2668,0.0541,0.0122,0.0012,0.0004,2269,49.9,8.8,1,0.3,0.2134,0.1934,0.1191,0.0653,0.042,0.0253,0.0137,0.0083,0.0042,0.0034,0.0022,2718.9,190.7,71.1,30.1,16.7,9.3,5.3,3.1,1.6,1.3,0.9,3048.9,0,0,0,0,0,38,23,6,1,0,25,13,4,6
Kalamazoo,Hague,,2nd.half,game,1.6127,6.3342,1,289.0517,1,0,0,102.9386,13.0738,55.8554,3.6225,13.1978,0,1.5925,0.0125,0.0041,0.0036,0,3042,4.7,1.3,1,0,8,0,0,0,0,0,1,0,0,0,0.7805,0.0685,0.0117,0.0048,0.0038,1430.1,71.6,8.4,3.2,2,0.6654,0.0635,0.0121,0.0019,0.0006,1433.8,84,12.6,2.4,0.9,0.8433,0.5192,0.1607,0.0516,0.0197,0.0081,0.0028,0.0035,0.0008,0.0016,0.0013,2361.4,537,102.7,28.4,10.4,4.1,1.4,1.8,0.4,0.8,0.6,3048.9,0,0,0,0,0,57,24,4,2,0,51,18,10,6
Kalamazoo,Sollinger,,2nd.half,game,2.7462,259.4141,22,433.7658,1,0,0,202.4861,15.6239,95.1123,6.7258,33.4328,0,0.3512,1.4192,0.8284,0.1451,0.0023,1239.6,1407.4,359.3,42.3,0.5,116,1,0,0,0,0,12,7,1,2,1.1228,0.2184,0.0547,0.0153,0.0054,1322.5,156.9,33,8.9,3,1.0645,0.2092,0.0475,0.0078,0.0006,1318.7,162.4,35.8,7.2,0.7,0.6695,0.7094,0.5768,0.3889,0.2044,0.0913,0.0464,0.0242,0.0113,0.0114,0.0127,1673.9,709.7,329.9,175.5,81.8,36,18.7,9.6,4.4,4.5,5.1,3049,0,0,0,0,0,102,63,25,2,0,115,54,26,10
Kalamazoo,Davis,,2nd.half,game,1.87,113.4172,11,331.7009,2,0,0,116.4784,15.788,64.7657,4.4625,20.5831,0,1.6114,0.1401,0.054,0.0256,0.0388,2963.8,51.5,17.2,7.2,9.4,36,2,0,0,0,0,7,2,1,1,0.8011,0.1118,0.027,0.0105,0.0065,998.3,79.2,15.5,5.4,3,0.7693,0.1127,0.0258,0.0049,0.0004,1837.1,87,19.3,4,0.3,0.54,0.5231,0.3428,0.2249,0.1085,0.0558,0.0322,0.0191,0.0076,0.0082,0.0079,2126.6,531,199.2,100.8,43.6,20,11.7,7,3,3,3.2,3049,0,0,0,0,0,59,43,9,3,0,59,27,13,10
Kalamazoo,Connell,,2nd.half,game,1.1955,85.6395,11,233.7839,1,0,0,100.8379,15.5444,41.4068,2.9298,17.4511,0,1.0149,0.0831,0.0489,0.0369,0.0117,2989.7,30.6,15.5,10.4,2.9,26,1,0,0,0,0,6,4,0,1,0.4765,0.0886,0.0364,0.009,0.0018,1262.7,63.1,20.9,4.4,1,0.469,0.0894,0.021,0.0032,0.0007,1607.5,71.6,14.6,2.6,0.7,0.2373,0.449,0.182,0.1398,0.0833,0.047,0.024,0.0137,0.0069,0.006,0.0065,2369.7,439.4,105.7,62,31.4,18.2,9.5,5.4,2.7,2.3,2.8,0,0,0,0,0,0,44,22,10,4,0,33,25,13,6
Kalamazoo,Reiser,,2nd.half,game,2.9183,213.243,26,532.261,1,0,0,192.814,16.5634,101.0743,7.0568,42.1942,0,2.5174,0.1516,0.1282,0.073,0.0482,2920.5,55.5,40.8,20.5,11.7,81,1,0,0,0,0,13,8,5,0,1.1265,0.2123,0.0677,0.019,0.004,1273.3,148.9,39.5,10.2,2.1,1.2357,0.21,0.035,0.007,0.0011,1386.9,155.3,25.7,6,1.1,0.5802,1.1111,0.5196,0.2919,0.1865,0.0888,0.0606,0.0324,0.0206,0.0129,0.0137,1370.5,1085,305.9,133.2,71.1,33,21.7,11.6,7,4.4,5.6,3049,0,0,0,0,0,122,52,21,3,0,99,59,29,11
Kalamazoo,Chiero,,2nd.half,game,1.889,69.6236,14,305.6145,0,0,0,147.5763,14.3911,65.4228,4.5828,24.9032,0,1.6399,0.1528,0.0567,0.0285,0.011,2963.8,56.3,18.1,8,2.8,42,0,0,0,0,0,7,4,3,0,0.7944,0.1368,0.0376,0.0095,0.0028,1317,104.5,22.7,4.9,1.4,0.737,0.1379,0.0303,0.0024,0.0003,1459.2,112,24.4,2.4,0.5,0.3844,0.5025,0.4725,0.2979,0.115,0.0556,0.0244,0.0155,0.0092,0.0072,0.0049,2056.9,493.7,269.9,135.1,47.7,21.1,10.1,6.2,3.5,2.7,2.1,3049,0,0,0,0,0,73,48,7,3,0,58,47,12,7
Kalamazoo,Harding,,2nd.half,game,3.0284,111.6018,12,536.3754,0,0,0,235.2552,14.9628,104.8872,7.3237,41.4745,0,2.7303,0.164,0.0707,0.0368,0.0266,2949.2,60.4,22.5,10.3,6.7,130,0,0,0,0,0,4,5,2,1,1.2528,0.2429,0.05,0.0093,0.0025,1315.9,178.6,31.4,5.6,1.3,1.2181,0.2081,0.037,0.0067,0.0011,1302.5,174.6,32.2,5.8,1.2,0.6549,0.9221,0.7577,0.3824,0.1528,0.0775,0.039,0.0216,0.0106,0.004,0.0058,1422.9,875.4,445.6,177.8,64.5,29.6,15.5,8.8,4.3,1.8,2.9,3049,0,0,0,0,0,158,73,21,5,0,149,70,26,5
Kalamazoo,Dalimonte,,2nd.half,game,2.7433,99.0833,19,494.3248,1,0,0,192.0564,15.5643,95.013,6.6503,34.3118,0,2.433,0.1446,0.1094,0.0409,0.0154,2946.1,52.9,34.8,11.5,3.8,46,1,0,0,0,0,12,4,2,1,1.1582,0.1975,0.0484,0.014,0.0038,1391.1,134.7,27.7,8.3,2.1,1.0661,0.2068,0.0415,0.0066,0.0003,1290,158.2,30.9,5.8,0.3,0.6687,0.8406,0.568,0.3218,0.1766,0.0777,0.0351,0.0238,0.0129,0.0086,0.0097,1593,834.7,331.8,149.7,72.3,31.3,14.4,8.9,5.4,3.2,4.4,3049,0,0,0,0,0,121,69,19,2,0,123,54,25,7
Kalamazoo,Nielsen,,2nd.half,game,2.5332,80.5389,15,434.1472,4,0,0,186.2078,14.5104,87.7369,6.2058,35.2169,0,2.2923,0.1283,0.0668,0.0367,0.0091,2968,47.2,21.3,10.3,2.3,64,3,1,0,0,0,9,5,1,0,1.0423,0.2084,0.0525,0.0121,0.0036,1200.2,156.7,34.2,6.9,2,0.9721,0.19,0.043,0.008,0.0012,1440.9,162.4,35.9,8.2,1.7,0.5213,0.7898,0.631,0.3163,0.1311,0.0632,0.0305,0.0234,0.0129,0.0079,0.0058,1646.9,766.9,368.3,150.1,55.8,26.5,13.4,9.6,5.1,3.5,3,3049,0,0,0,0,0,115,68,26,7,0,112,63,27,9
Kalamazoo,Wood,,1st.half,game,0.0214,0,0,3.4907,0,0,0,6.6666,1.8393,0.8178,0.0477,0,0,0.0213,0.0001,0,0,0,2760.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121,0.0004,0,0,0,175.7,1.1,0,0,0,0.0088,0.0001,0,0,0,2582.1,1.4,0,0,0,0.0214,0,0,0,0,0,0,0,0,0,0,2760.3,0,0,0,0,0,0,0,0,0,0,2760.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalamazoo,Reap,,1st.half,game,3.1348,59.1632,20,668.1982,0,0,0,223.925,14.5452,119.9391,8.4405,50.3967,0,2.7422,0.2357,0.1232,0.0296,0.004,2624.6,86.7,39.6,8.4,1,95,0,0,0,0,0,8,9,3,0,1.2589,0.2327,0.0673,0.0201,0.0052,1132.9,163.3,41.3,11.9,3,1.2426,0.2705,0.032,0.0052,0.0001,1172.2,201.3,28.6,5.7,0.1,0.4397,0.9355,0.8461,0.528,0.2425,0.0793,0.0405,0.0145,0.0036,0.0021,0.003,946.8,921.1,485.3,245.1,101.7,33.4,16.8,6.1,1.7,1.1,1.2,2760.2,0,0,0,0,0,156,70,20,1,0,131,74,35,11
Kalamazoo,Rahman,,1st.half,game,0.0913,0,0,13.4676,0,0,0,43.2497,2.3612,3.4919,0.2001,0,0,0.09,0.0012,0,0,0,2758.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511,0.0007,0,0,0,1226.8,1.7,0,0,0,0.039,0.0004,0,0,0,1528.8,2.8,0.2,0,0,0.0911,0.0002,0,0,0,0,0,0,0,0,0,2760,0.3,0,0,0,0,0,0,0,0,0,2760.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalamazoo,Lucas,,1st.half,game,1.9652,236.1421,17,291.0533,0,0,0,142.2512,15.9669,75.19,5.4467,28.3737,0,0.2216,0.9854,0.6241,0.1279,0.0063,1508.9,945.7,268.5,35.8,1.4,23,0,0,0,0,0,11,3,3,0,0.7969,0.1599,0.0514,0.0174,0.0034,1134.8,114.2,31,9.2,1.6,0.724,0.1607,0.0416,0.0086,0.0013,1302.6,125.9,32.3,7.6,1.1,0.3842,0.5265,0.4056,0.3252,0.1427,0.0785,0.0457,0.024,0.0113,0.0083,0.0131,1728.7,523.5,233.6,147.3,58.6,28.8,17.5,9,4.5,3.4,5.4,2760.2,0,0,0,0,0,69,59,21,7,0,72,48,22,8
Kalamazoo,Heyes,,1st.half,game,1.3073,159.5282,15,194.1514,0,0,0,100.1301,15.8575,50.0201,3.6333,18.9363,0,1.0543,0.084,0.0785,0.0527,0.038,2680.6,30.9,24.7,14.8,9.3,49,0,0,0,0,0,8,4,1,2,0.5,0.1052,0.0351,0.0155,0.0015,528.6,72,17.7,7.8,0.8,0.5017,0.1213,0.0234,0.0032,0.0003,2028.7,83.5,17.5,3.4,0.3,0.2565,0.3072,0.2943,0.17,0.1203,0.067,0.05,0.0242,0.009,0.0045,0.0042,2114.2,291.7,172.4,80.4,44.7,23.1,18,8.9,3.3,1.8,1.8,2760.2,0,0,0,0,0,60,37,14,3,0,55,27,17,5
Kalamazoo,Butler,,1st.half,game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalamazoo,Wecht,,1st.half,game,0.0522,0,0,8.5723,0,0,0,22.815,1.5708,1.9964,0.114,0,0,0.0522,0,0,0,0,2760.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302,0.0002,0,0,0,693.9,0.8,0,0,0,0.0216,0.0001,0,0,0,2064.6,0.9,0,0,0,0.0522,0,0,0,0,0,0,0,0,0,0,2760.2,0,0,0,0,0,0,0,0,0,0,2760.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalamazoo,Noga,,1st.half,game,0.056,0,0,9.4802,0,0,0,41.0895,1.8741,2.1445,0.1213,0,0,0.056,0.0001,0,0,0,2760.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295,0.0004,0,0,0,1175.5,1.1,0,0,0,0.026,0.0001,0,0,0,1583,0.7,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,2760.3,0,0,0,0,0,0,0,0,0,0,2760.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalamazoo,Flynn,,1st.half,game,1.286,96.5625,10,216.1484,0,0,0,104.8178,15.3604,49.2033,3.523,19.6464,0,1.0858,0.1048,0.0405,0.0182,0.0367,2694.6,38.6,12.9,5.1,9.1,20,0,0,0,0,0,6,2,2,0,0.5052,0.0998,0.0293,0.0106,0.0029,1035.6,69.6,16.1,5.9,1.5,0.5109,0.1012,0.0222,0.0029,0.001,1535.7,74.7,17.7,2.7,0.8,0.2421,0.3815,0.2664,0.1838,0.0951,0.054,0.0245,0.0177,0.0082,0.0036,0.009,2071.2,369.8,153.7,82.1,40.1,20.2,9.3,6.3,2.7,1.3,3.6,2760.2,0,0,0,0,0,44,35,5,4,0,53,18,14,6
Kalamazoo,Keller,,1st.half,game,3.46,51.8765,22,614.3545,0,0,0,280.6381,13.3522,132.3828,9.4065,61.9244,0,3.0275,0.2737,0.1293,0.0275,0.002,2609.9,100.8,41.3,7.8,0.5,293,0,0,0,0,0,15,4,1,2,1.4041,0.2789,0.0554,0.0202,0.0045,1155.3,183.7,34.7,10.7,2.1,1.3721,0.2602,0.0551,0.0086,0.0009,1133.2,189,42.7,7.9,1,0.3342,1.1399,0.9798,0.5683,0.2468,0.0982,0.0453,0.0207,0.0114,0.0054,0.0099,695,1051.9,567.5,260.5,102.1,41.9,20.3,9.1,4.9,2.6,4.5,2760.2,0,0,0,0,0,196,90,23,5,0,188,79,30,10
Kalamazoo,Sierens,,1st.half,game,0.0507,0,0,7.5071,0,0,0,14.783,3.5195,1.9383,0.1149,0.0435,0,0.0459,0.0048,0,0,0,2754.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0.0013,0.0001,0,0,365.9,3,0.2,0,0,0.021,0.0007,0,0,0,2387.5,3.5,0.1,0,0,0.0477,0.0029,0,0,0,0,0,0,0,0,0,2756.8,3.4,0,0,0,0,0,0,0,0,0,2760.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kalamazoo,Hague,,1st.half,game,1.5571,0,0,275.9458,1,0,0,96.3908,10.3198,59.5769,3.8198,12.2419,0,1.5468,0.0103,0,0,0,2756.4,3.8,0,0,0,8,1,0,0,0,0,0,0,0,0,0.7741,0.056,0.0084,0.0042,0.0015,1347.9,60.6,7.4,2.6,0.7,0.6462,0.0581,0.0072,0.001,0.0005,1251,80.3,8.3,1.1,0.3,0.8582,0.4949,0.1377,0.0445,0.0095,0.0072,0.003,0.0005,0.001,0,0.0007,2113.9,521.8,87.9,24.1,6,3.8,1.6,0.2,0.5,0,0.4,2760.2,0,0,0,0,0,65,16,6,1,0,53,18,7,2
Kalamazoo,Sollinger,,1st.half,game,2.706,301.5772,26,428.3986,2,0,0,193.9583,17.1202,103.5357,7.3375,36.6699,0,0.3022,1.4913,0.7412,0.1387,0.0326,918.1,1469.2,326.3,39.6,7.1,106,2,0,0,0,0,19,4,3,0,1.0812,0.1942,0.0533,0.0225,0.009,1173.1,141,32.5,11.7,4.1,1.0924,0.1968,0.0462,0.0095,0.0009,1205.9,149.7,34.5,7.2,0.6,0.6235,0.745,0.5976,0.3512,0.1718,0.078,0.0631,0.0271,0.0171,0.0111,0.0206,1356.1,750,341.7,163.4,70.3,29.9,21.4,9.5,6.4,3.8,7.8,2760.2,0,0,0,0,0,104,65,20,2,0,95,53,24,16
Kalamazoo,Davis,,1st.half,game,2.0248,52.864,16,360.2004,1,0,0,128.0693,15.1914,77.4709,5.3529,29.4689,0,1.8295,0.1,0.0653,0.0194,0.0107,2694.6,36.8,20.7,5.5,2.6,40,1,0,0,0,0,12,3,1,0,0.876,0.1229,0.0288,0.0112,0.0067,930.9,87.6,17.6,5.9,3.5,0.816,0.1353,0.0201,0.0069,0.0009,1589.7,100.4,17.6,6.3,0.7,0.4434,0.6239,0.4955,0.2455,0.1054,0.0548,0.0251,0.0149,0.0083,0.0024,0.0056,1653.9,619.9,284.1,113.9,42.9,22.1,10.2,6.2,3.4,1,2.6,2760.2,0,0,0,0,0,80,34,13,4,0,75,30,14,11
Kalamazoo,Connell,,1st.half,game,1.0387,63.775,14,204.4024,2,0,0,81.877,14.6844,39.7423,2.8296,17.4546,0,0.8277,0.119,0.0558,0.0265,0.0098,2689,43.5,17.9,7.4,2.5,17,2,0,0,0,0,7,6,1,0,0.4169,0.087,0.0199,0.0062,0.0016,892.7,56.4,11.4,3.7,0.9,0.3996,0.0876,0.0176,0.0024,0.0001,1717.4,62.9,12.9,1.9,0.1,0.1574,0.3595,0.1773,0.1622,0.0849,0.0458,0.0242,0.0139,0.0064,0.0044,0.0028,2175.4,342.2,102.4,69.5,33.1,17.3,9.5,5.4,2.7,1.8,1,0,0,0,0,0,0,41,26,9,1,0,41,18,10,2
Kalamazoo,Reiser,,1st.half,game,3.0585,214.7347,25,569.2083,1,0,0,207.5743,15.609,117.0202,8.3367,48.9312,0,2.6063,0.2015,0.1287,0.0883,0.0337,2612,74.1,40.8,24.9,8.4,87,1,0,0,0,0,15,6,2,2,1.1325,0.2529,0.0811,0.0193,0.006,1076,178.2,48.8,9.6,3,1.282,0.2311,0.0464,0.0058,0.0014,1230.2,175.3,33,4.7,1.4,0.4788,0.9627,0.7411,0.4066,0.2244,0.1137,0.0564,0.033,0.0184,0.0112,0.0121,1028.8,938.2,428.2,185.9,86.4,42.4,21.5,12.8,6.5,4.3,5.2,2760.3,0,0,0,0,0,140,68,17,5,0,124,78,31,9
Kalamazoo,Chiero,,1st.half,game,1.9181,137.1114,12,313.7134,0,0,0,153.1841,16.4242,73.3877,5.1971,29.1526,0,1.662,0.1226,0.0555,0.0289,0.049,2677.5,45.3,17.8,8,11.7,53,0,0,0,0,0,5,5,1,1,0.7609,0.1507,0.037,0.0128,0.0043,1187,112.7,23.3,6.6,1.9,0.7772,0.146,0.0231,0.0045,0.0014,1284.2,118.5,20.5,4.3,1.3,0.3589,0.5645,0.4715,0.2686,0.1043,0.0609,0.0457,0.016,0.0122,0.0077,0.0078,1721.4,542,276.5,124,43.3,22.3,14.8,5.2,4.9,2.5,3.4,2760.2,0,0,0,0,0,97,37,10,6,0,86,38,22,7
Kalamazoo,Harding,,1st.half,game,2.9204,101.1239,16,525.3613,1,0,0,236.9673,15.3903,111.7371,7.9239,47.1579,0,2.6366,0.1467,0.0797,0.0393,0.0182,2665.3,54.1,25.4,11,4.5,110,1,0,0,0,0,8,7,1,0,1.1759,0.2469,0.0628,0.015,0.0027,1154.7,188.4,38.5,8.2,1.2,1.1363,0.2285,0.0445,0.0067,0.0012,1131.3,191.1,39.2,6.5,1.2,0.5385,0.9568,0.7206,0.3821,0.1729,0.0671,0.0362,0.0183,0.0098,0.0084,0.0097,1115.8,900.3,428.9,181.1,73,27.5,14.6,7.3,4.2,3.3,4.3,2760.2,0,0,0,0,0,170,90,21,6,0,168,78,32,6
Kalamazoo,Dalimonte,,1st.half,game,2.776,99.1008,27,507.6965,1,0,0,195.5539,16.643,106.2117,7.5448,41.4339,0,2.4256,0.1974,0.0967,0.0364,0.0199,2641.7,72.6,31,10.2,4.8,45,1,0,0,0,0,22,5,0,0,1.1427,0.2175,0.0531,0.0198,0.0028,1218.3,146.5,31.4,10.2,1.3,1.0524,0.2401,0.0402,0.0065,0.0008,1139.6,177,29.3,5.9,0.8,0.55,0.8542,0.6251,0.3649,0.1929,0.0842,0.0456,0.0239,0.0156,0.0085,0.0111,1238.8,830.9,364.8,167.7,82,34.8,18.1,9.5,6,3.2,4.5,2760.2,0,0,0,0,0,138,68,22,2,0,132,59,23,9
Kalamazoo,Nielsen,,1st.half,game,2.9445,65.3224,13,504.4291,1,0,0,215.5371,15.4002,112.6589,7.9648,48.7483,0,2.7084,0.1494,0.0496,0.0204,0.0167,2679.7,54.8,15.9,5.8,4.1,70,1,0,0,0,0,10,2,1,0,1.2118,0.2206,0.0689,0.0186,0.004,1169.4,162.7,46,10.4,2.4,1.1441,0.2224,0.0447,0.009,0.0003,1133.8,185.9,40.4,8.8,0.5,0.4656,0.9496,0.8598,0.3914,0.1394,0.0694,0.0319,0.013,0.0148,0.0055,0.0039,1032.1,916.3,500.1,188,64.3,29.9,13,5.4,6.3,2.9,2,2760.2,0,0,0,0,0,148,86,29,1,0,122,81,31,11
