Session Title,Player Name,Minutes Played,Split Name,Tags,Player Name,Distance (miles),Player Name,Sprint Distance (yards),Player Name,Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Player Name,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,,,Player Name
Centre,F ,90,game,game,F ,3.4308,F ,2.4497,F ,3,618.2809,4,0,0,219.4002,F ,12.1591,63.4701,4.1387,15.3233,0,3.3618,0.0526,0.0149,0.0014,0,5683.7,19.4,4.8,0.4,0,30,2,0,0,0,0,3,0,0,0,1.6563,0.1489,0.0254,0.0111,0.0028,2751.1,147,20.3,7.5,1.8,1.4036,0.1544,0.0254,0.0022,0.0008,2567.5,181.1,28.7,2.7,0.6,1.6601,1.0229,0.4653,0.1871,0.0547,0.0207,0.0118,0.0043,0.0016,0.0005,0.0018,4218.7,1063.1,283.2,96.5,27.3,10.3,5.1,2,0.9,0.2,1,5708.2,0,0,0,0,0,133,59,9,4,0,109,43,18,9,27,27,F 
Centre,O,,1st.half,game,O,1.3239,O,186.7077,O,17,197.0224,0,0,0,95.4226,O,15.6786,50.6528,3.6869,17.809,18,0.1725,0.6455,0.3998,0.1034,0.0027,1933.6,628.4,168.6,29.2,0.6,14,0,0,0,0,0,11,3,2,1,0.5186,0.1303,0.032,0.0092,0.0005,792.5,88.5,17.7,5,0.3,0.4782,0.1199,0.0294,0.0051,0.0008,1744.2,87.5,19.3,4.7,0.7,0.2969,0.3385,0.2454,0.1907,0.1006,0.0635,0.0335,0.0219,0.0166,0.01,0.0062,2102.9,334.7,142.8,83.4,39.5,23.9,12.5,8.2,6,3.9,2.6,2760.4,0,0,0,0,0,56,33,13,4,0,60,32,12,3,,,O
Centre,M,,1st.half,game,M,2.0726,M,248.5076,M,20,326.7787,1,0,0,147.3259,M,14.4657,78.2223,5.521,27.9777,0,0.2577,1.1088,0.5649,0.1412,0,1434.2,1077.5,246,40.6,0,61,1,0,0,0,0,13,6,0,1,0.7913,0.1549,0.054,0.0136,0.0049,913.6,111,29.8,6.9,2.2,0.8601,0.1612,0.0288,0.0035,0.0004,1591.2,120.2,20.2,2.7,0.5,0.4807,0.5625,0.4366,0.2671,0.1531,0.0839,0.034,0.0269,0.013,0.0047,0.0103,1740.4,558.5,252.5,123.7,60.3,30.8,12,9.8,4.5,1.8,4,2798.2,0,0,0,0,0,94,41,11,1,0,80,51,20,6,,,M
Centre,V,,1st.half,game,V,2.9265,V,109.1248,V,17,519.1776,0,0,0,226.1997,V,14.9777,110.4486,7.7243,44.5806,0,2.616,0.1784,0.0701,0.0396,0.0224,2693.8,65.3,22.5,11.1,5.6,88,0,0,0,0,0,12,2,2,1,1.2212,0.2238,0.0475,0.0101,0.0027,1184.8,164.2,28.6,5.7,1.4,1.1774,0.1973,0.0379,0.0075,0.0011,1209,165.1,31.9,6.6,1,0.5579,0.8846,0.7652,0.4087,0.1525,0.0784,0.0389,0.0184,0.0082,0.0049,0.0087,1190.5,849.4,441.7,189.3,64.1,31.3,15,7.5,3.5,1.9,4.1,2798.2,0,0,0,0,0,139,71,19,6,0,153,58,18,8,,,V
Centre,K ,,1st.half,game,K ,2.8066,K ,95.3322,K ,19,502.3015,0,0,0,192.4997,K ,16.6082,105.9229,7.3633,40.4674,0,2.5025,0.1563,0.0936,0.0331,0.0211,2696.9,57.2,30,9.3,4.9,47,0,0,0,0,0,12,7,0,0,1.1989,0.1822,0.0449,0.0153,0.0043,1254.8,123.8,26.7,8.5,2.2,1.1025,0.2201,0.0346,0.0037,0.0001,1195.1,158.5,25.8,2.8,0.1,0.5792,0.9025,0.6597,0.332,0.171,0.073,0.0379,0.0236,0.0128,0.0053,0.0096,1231.1,895.5,381.7,155,71.5,30,14.7,8.4,4.8,2.1,3.5,2798.2,0,0,0,0,0,125,75,12,1,0,124,49,21,10,,,K 
Centre,A,,1st.half,game,A,0.0409,A,0,A,0,5.9487,0,0,0,32.6368,A,1.6603,1.5442,0.0872,0,0,0.0408,0.0001,0,0,0,2798.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0.0002,0,0,0,920.5,0.6,0,0,0,0.0181,0.0001,0,0,0,1876.6,0.6,0,0,0,0.0409,0,0,0,0,0,0,0,0,0,0,2798.3,0,0,0,0,0,0,0,0,0,0,2798.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,A
Centre,N ,,1st.half,game,N ,0.0328,N ,0,N ,0,5.6625,0,0,0,10.7615,N ,3.2361,1.2382,0.0743,0.0143,0,0.0328,0,0,0,0,2798.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178,0.001,0.0004,0.0001,0,235.7,2.3,0.8,0.1,0,0.0129,0.0005,0.0002,0,0,2555.8,2.9,0.7,0,0,0.0302,0.0026,0,0,0,0,0,0,0,0,0,2794.9,3.4,0,0,0,0,0,0,0,0,0,2798.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,N 
Centre,Q,,1st.half,game,Q,2.3605,Q,38.2479,Q,8,496.2082,1,0,0,170.9978,Q,14.1177,89.0865,6.1829,37.001,0,2.17,0.1266,0.0421,0.0151,0.0066,2732.1,46.8,13.5,4.2,1.7,58,1,0,0,0,0,2,5,1,0,0.9651,0.1638,0.0395,0.0133,0.0039,1032.4,116.4,25.8,7.6,1.9,0.9737,0.1711,0.0265,0.0034,0.0001,1454.5,133.1,23.3,3.2,0.1,0.3771,0.6659,0.6964,0.3979,0.1413,0.0487,0.0201,0.0073,0.0036,0.001,0.0011,1474,649,389.4,187.9,62.2,20.8,8.9,3.3,1.6,0.6,0.6,2798.2,0,0,0,0,0,108,59,10,1,0,108,44,23,10,,,Q
Centre,B ,,1st.half,game,B ,1.4477,B ,128.6523,B ,13,254.3965,0,0,0,100.2185,B ,14.3911,54.639,3.8423,22.3179,0,0.1328,0.7739,0.4679,0.0731,0,1886.5,686.8,203.2,21.7,0,24,0,0,0,0,0,5,5,3,0,0.5982,0.1143,0.0261,0.005,0.0017,636.1,79.7,14.5,3,1,0.575,0.1069,0.0174,0.0029,0.0002,1959.8,88.1,13.2,2.6,0.2,0.2314,0.3905,0.3979,0.2218,0.1172,0.0453,0.0182,0.0101,0.007,0.0039,0.0044,2019.5,368,229.9,101,45.5,16.8,7.3,4.1,2.7,1.6,1.8,2798.2,0,0,0,0,0,75,24,8,1,0,70,26,8,4,,,B 
Centre,I,,1st.half,game,I,0.012,I,0,I,0,1.4634,0,0,0,2.5295,I,1.8244,0.4598,0.0275,0,0,0.012,0,0,0,0,2748.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0.0008,0,0,0,68.2,2.4,0,0,0,0.004,0.0002,0,0,0,2675.4,2.6,0,0,0,0.0119,0.0001,0,0,0,0,0,0,0,0,0,2748.5,0.1,0,0,0,0,0,0,0,0,0,2748.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,I
Centre,E,,1st.half,game,E,1.4037,E,58.7629,E,9,279.8243,0,0,0,110.8341,E,13.0141,52.9765,3.7694,22.7352,0,0.1172,0.8217,0.4313,0.0334,0,1872.1,727.7,188.4,10.1,0,67,0,0,0,0,0,6,3,0,0,0.5616,0.1249,0.0242,0.007,0.0018,621.5,91.1,16.3,4.1,1,0.5443,0.1163,0.0202,0.0028,0.0005,1945.7,97.4,17.9,2.7,0.6,0.2143,0.4209,0.3841,0.2223,0.0951,0.0337,0.0197,0.0059,0.0033,0.002,0.0024,2002.7,396.8,224.5,104.7,40.2,14.9,8.3,2.5,1.6,0.8,1.3,2798.2,0,0,0,0,0,82,42,9,3,0,74,33,9,5,,,E
Centre,S ,,1st.half,game,S ,2.8532,S ,167.8582,S ,26,527.5712,0,0,0,186.9552,S ,16.7126,107.6824,7.6216,43.3656,0,2.4429,0.2107,0.1042,0.0436,0.0518,2662.8,77.5,33.3,12.2,12.5,87,0,0,0,0,0,17,7,2,0,1.1004,0.2254,0.0724,0.0189,0.0025,1134.6,159.3,42.2,10.1,1.4,1.1669,0.2149,0.0441,0.0067,0.0009,1252.5,158.5,32.9,5.9,0.9,0.5347,0.9031,0.614,0.3823,0.1861,0.1031,0.0561,0.0328,0.0198,0.0118,0.0094,1211.9,898.4,353.9,170.1,76.5,39.2,20.7,12.1,7,4.4,4.1,2798.2,0,0,0,0,0,129,58,20,4,0,99,69,28,7,,,S 
Centre,J,,1st.half,game,J,1.6112,J,11.6021,J,11,307.664,0,0,0,103.7759,J,12.5071,60.8102,4.2013,26.4206,0,1.4635,0.1012,0.0399,0.0066,0,2746.4,37.2,12.7,1.9,0,19,0,0,0,0,0,8,1,2,0,0.7044,0.1079,0.0222,0.0066,0.0027,908.9,86.1,14.4,3.6,1.3,0.6425,0.0981,0.0175,0.0077,0.0016,1680.9,80.5,13.8,7.2,1.5,0.3075,0.6843,0.2778,0.1865,0.0849,0.0331,0.0156,0.0072,0.006,0.0032,0.0051,1811.9,678.8,155.7,83.2,35.8,15.2,6.7,3.5,2.9,1.6,2.9,0,0,0,0,0,0,64,23,14,9,0,51,25,12,6,,,J
Centre,L ,,1st.half,game,L ,2.9971,L ,40.2875,L ,14,506.5937,3,0,0,214.5858,L ,14.4657,113.114,7.8904,47.3109,0,2.7463,0.1607,0.0671,0.0146,0.0083,2711,59.5,21.6,4.1,2.1,48,3,0,0,0,0,8,5,1,0,1.2975,0.2158,0.0414,0.0121,0.0037,1248.2,156.5,26.1,7,2.1,1.1598,0.2198,0.0411,0.0056,0.0003,1132.5,185.1,35.4,5.1,0.3,0.5005,0.8885,0.868,0.4628,0.1566,0.0598,0.0306,0.0148,0.0076,0.0042,0.0038,1114.4,849.2,494.3,218.7,69.3,25.6,13.3,6.1,3.7,1.9,1.8,2798.2,0,0,0,0,0,161,78,18,2,0,152,64,21,9,,,L 
Centre,C ,,1st.half,game,C ,2.0141,C ,52.0208,C ,16,357.586,1,0,0,162.0359,C ,13.4516,76.0146,5.4011,32.2755,0,1.7169,0.1681,0.0996,0.028,0.0016,2696.4,61.7,31.7,7.9,0.4,178,1,0,0,0,0,9,5,1,1,0.7923,0.1734,0.0357,0.0091,0.0024,849.3,118,19.9,5.1,1.1,0.7992,0.1731,0.0246,0.0042,0.0002,1659.9,121.6,19.2,3.8,0.2,0.2742,0.5846,0.5036,0.3527,0.1588,0.0685,0.0408,0.0181,0.0071,0.0043,0.0014,1672.5,557.7,287.7,159.1,63.6,28,16.6,7.2,3.2,1.8,0.7,2798.1,0,0,0,0,0,102,46,14,3,0,102,41,17,5,,,C 
Centre,R,,1st.half,game,R,1.0421,R,108.1263,R,8,180.0582,0,0,0,76.1909,R,15.0174,39.3308,2.8045,15.3951,0,0.1144,0.4879,0.3784,0.0614,0,2163.6,452.9,164.1,17.7,0,21,0,0,0,0,0,3,3,1,1,0.424,0.0755,0.0285,0.0063,0.0023,708.5,51.6,16.9,3.7,1.2,0.4026,0.0778,0.0227,0.0019,0.0005,1937.1,61,16.1,1.7,0.5,0.1884,0.251,0.259,0.1843,0.0825,0.0392,0.0152,0.0102,0.0052,0.0018,0.0055,2264.7,242.2,145.6,82.9,32.5,15,6.2,3.9,2.3,0.7,2.3,2798.2,0,0,0,0,0,36,34,6,2,0,39,29,8,6,,,R
Centre,G ,,1st.half,game,G ,1.7006,G ,144.3543,G ,19,282.881,0,0,0,117.2596,G ,15.8178,64.1835,4.5481,24.2612,0,1.436,0.1079,0.0748,0.0564,0.0256,2713,39.5,23.7,15.8,6.3,36,0,0,0,0,0,11,8,0,0,0.7011,0.1289,0.0365,0.0118,0.0018,972.5,86.2,19.3,5.8,0.8,0.6543,0.1293,0.0312,0.0048,0.0008,1594.4,94.1,20.3,4,0.9,0.3608,0.5727,0.3033,0.181,0.1249,0.0698,0.0309,0.0237,0.0156,0.0085,0.0095,1862.6,571.6,175.5,81.5,47.8,25.7,11.8,8.7,5.9,3.3,3.9,2798.2,0,0,0,0,0,55,40,10,4,0,55,32,13,2,,,G 
Centre,X,,1st.half,game,X,0.0413,X,0,X,0,6.9706,0,0,0,39.012,X,1.7896,1.5573,0.088,0,0,0.0413,0,0,0,0,2798.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218,0.0001,0,0,0,1069.1,0.4,0,0,0,0.0193,0,0,0,0,1728.5,0.3,0,0,0,0.0413,0,0,0,0,0,0,0,0,0,0,2798.3,0,0,0,0,0,0,0,0,0,0,2798.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,X
Centre,U,,1st.half,game,U,1.097,U,44.3514,U,13,177.8071,0,0,0,79.028,U,14.0481,51.6487,3.7483,21.9601,0,0.8848,0.1147,0.0724,0.0194,0.0058,2170.9,41.7,23.2,5.4,1.5,22,0,0,0,0,0,7,5,0,1,0.4243,0.085,0.0258,0.0122,0.0027,582.9,54.9,13.8,6.5,1.5,0.4332,0.0919,0.0169,0.004,0.0011,1501.6,64.2,12.8,3.5,1,0.1398,0.289,0.2669,0.1938,0.1098,0.0516,0.0213,0.0123,0.0075,0.0015,0.0036,1646.7,276.9,150.2,86.2,42.9,20.5,8.2,5.1,3.3,0.7,2,2242.7,0,0,0,0,0,58,20,9,3,0,47,22,15,7,,,U
Centre,P,,1st.half,game,P,1.235,P,22.1084,P,7,217.4157,0,0,0,75.7986,P,13.4764,58.325,3.9879,20.8505,0,1.1054,0.0825,0.0345,0.0114,0.0011,2191.2,30.6,11.1,3.2,0.3,15,0,0,0,0,0,5,2,0,0,0.5716,0.0588,0.0161,0.0063,0.0038,593.9,43.8,9.2,3.2,1.7,0.4926,0.0684,0.0145,0.0028,0.0001,1516.2,55.2,10.7,2.4,0.1,0.2932,0.3514,0.3043,0.1631,0.0669,0.0204,0.0189,0.0098,0.0037,0.0018,0.0016,1590.5,350.2,170.8,73.2,28.1,8.7,7.5,4.1,1.8,0.7,0.8,2236.4,0,0,0,0,0,33,26,8,1,0,34,19,9,6,,,P
Centre,H ,,1st.half,game,H ,1.7265,H ,96.4772,H ,13,276.5405,0,0,0,133.6042,H ,15.2859,65.1586,4.5192,23.7653,0,1.5253,0.0806,0.0657,0.032,0.0228,2733.1,29.6,20.9,8.9,5.7,51,0,0,0,0,0,9,2,2,0,0.7436,0.1017,0.0304,0.0123,0.0045,1237.6,79.5,17.1,6.8,2.4,0.6931,0.1141,0.0221,0.0041,0.0006,1336.6,95.1,18.9,3.7,0.5,0.3966,0.5047,0.4282,0.1796,0.0985,0.0556,0.0295,0.0155,0.0098,0.0033,0.0051,1885.3,497.5,248,84.2,39.3,19.8,11.5,5.6,3.4,1.2,2.4,2798.3,0,0,0,0,0,62,30,13,3,0,62,24,15,10,,,H 
Centre,F ,,1st.half,game,F ,1.5969,F ,0,F ,0,283.6376,4,0,0,100.8859,F ,9.9868,60.2678,3.8731,12.6148,0,1.5843,0.0126,0,0,0,2793.6,4.7,0,0,0,8,2,0,0,0,0,0,0,0,0,0.8024,0.054,0.0082,0.0033,0.0011,1387.1,58,6.8,2.4,0.8,0.6588,0.0567,0.0108,0.0008,0.0006,1254.5,74.2,13.1,0.9,0.5,0.8634,0.4611,0.1783,0.0663,0.0175,0.006,0.0026,0.0008,0.0002,0,0.0007,2155.8,482.4,109.7,35.2,9.5,3.3,1.4,0.4,0.2,0,0.4,2798.2,0,0,0,0,0,58,24,3,3,0,45,17,6,4,,,F 
Centre,O,,2nd.half,game,O,1.7812,O,211.7787,O,17,260.1084,0,0,0,127.4582,O,15.3803,64.6358,4.6172,22.9622,0,0.237,0.9003,0.5235,0.1186,0.0018,1780.5,873.7,222.2,33.2,0.4,29,0,0,0,0,0,11,5,0,1,0.7077,0.1438,0.0363,0.0119,0.0065,942.9,108,20.9,6.5,2.9,0.6861,0.155,0.0299,0.0036,0.0004,1680.5,121,23.4,3.5,0.4,0.4127,0.4503,0.3458,0.2759,0.1295,0.0772,0.0451,0.0193,0.0142,0.008,0.0033,2020,449.1,203.6,122.9,52.6,28.8,16.1,7.4,5,3.1,1.4,2910,0,0,0,0,0,78,51,13,4,0,69,35,20,10,,,O
Centre,M,,2nd.half,game,M,0.0471,M,0,M,0,6.2711,0,0,0,5.9732,M,3.4399,1.7099,0.1019,0.0447,0,0.0351,0.012,0,0,0,2895,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0.0011,0.0001,0,0,131.1,2.5,0.1,0,0,0.0233,0.0002,0,0,0,2775,1.3,0.1,0,0,0.0403,0.0069,0,0,0,0,0,0,0,0,0,2902.2,7.9,0,0,0,0,0,0,0,0,0,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,M
Centre,V,,2nd.half,game,V,0.0548,V,0,V,0,8.3906,0,0,0,8.9812,V,2.9826,1.9875,0.12,0.0137,0,0.0548,0,0,0,0,2910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.0016,0.0001,0,0,202.8,4,0.1,0,0,0.0244,0.0005,0.0001,0,0,2699.8,3.1,0.3,0,0,0.0533,0.0014,0,0,0,0,0,0,0,0,0,2908.1,2,0,0,0,0,0,0,0,0,0,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,V
Centre,K ,,2nd.half,game,K ,2.9165,K ,191.9329,K ,22,523.9825,0,0,0,196.453,K ,16.7126,105.8375,7.3865,39.18,0,2.5404,0.1601,0.107,0.0549,0.0541,2788.9,58.6,34,15.4,13,39,0,0,0,0,0,13,6,3,0,1.2499,0.192,0.0498,0.0132,0.0037,1318.4,129.9,28,7,1.7,1.1534,0.2054,0.043,0.0052,0.0009,1245.1,141.9,32.4,4.7,0.8,0.6008,0.8735,0.6874,0.3555,0.1784,0.0956,0.0569,0.0295,0.0189,0.0088,0.0113,1326.7,871.3,393,165.4,71.4,36.1,20.4,10.8,7.1,3.2,4.5,2910,0,0,0,0,0,114,66,19,4,0,118,57,22,7,,,K 
Centre,A,,2nd.half,game,A,0.071,A,0,A,0,10.7588,0,0,0,33.8923,A,4.4143,2.5773,0.1517,0.1409,0,0.0582,0.0128,0,0,0,2894.7,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358,0.0013,0.0002,0,0,925.1,2.1,0.3,0,0,0.0328,0.0009,0,0,0,1979.8,2.7,0,0,0,0.0628,0.0081,0.0001,0,0,0,0,0,0,0,0,2901.1,8.8,0.1,0,0,0,0,0,0,0,0,2909.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,A
Centre,N ,,2nd.half,game,N ,1.2232,N ,87.5872,N ,15,257.2975,0,0,0,108.3502,N ,14.2271,44.3899,3.2452,15.4261,0,1.0026,0.0975,0.0734,0.0371,0.0126,2837.2,35.8,23.4,10.4,3.2,63,0,0,0,0,0,10,4,1,0,0.455,0.1114,0.0367,0.0118,0.0019,995.3,75.9,20.4,6.4,1,0.4622,0.1127,0.0252,0.0051,0.0011,1702.2,84.8,18.7,4.4,0.9,0.3036,0.3049,0.219,0.1609,0.1015,0.0567,0.0307,0.0213,0.0102,0.0078,0.0068,2315.7,303.5,127.3,73.1,39.1,21.6,11.6,8.2,3.8,3.1,3,2909.9,0,0,0,0,0,49,30,14,4,0,50,28,17,4,,,N 
Centre,Q,,2nd.half,game,Q,1.5907,Q,16.8077,Q,12,332.1878,0,0,0,118.2533,Q,13.0042,57.7261,3.9803,22.4536,0,1.4032,0.1348,0.0433,0.0092,0.0004,2843.7,49.8,13.8,2.6,0.1,23,0,0,0,0,0,9,3,0,0,0.6587,0.1044,0.0274,0.0058,0.0028,860,76,17.6,3.9,1.4,0.665,0.1095,0.0153,0.0018,0,1847.8,87.4,13.8,2.1,0,0.305,0.3903,0.4311,0.3016,0.1099,0.0329,0.0118,0.0038,0.0024,0.0006,0.0013,2078.3,386.2,239.7,136.4,46.5,14.2,5.2,1.5,1.2,0.3,0.5,2910,0,0,0,0,0,75,29,9,0,0,48,39,11,5,,,Q
Centre,B ,,2nd.half,game,B ,0.8015,B ,162.9446,B ,7,138.7759,0,0,0,55.3158,B ,16.976,29.085,2.0155,11.8247,0,0.0843,0.3937,0.2309,0.0781,0.0144,2453.4,328.5,102.9,22.1,3.1,10,0,0,0,0,0,3,1,2,1,0.3441,0.0541,0.0087,0.0029,0,431.8,36.4,4.8,1.2,0,0.3299,0.0552,0.006,0.0007,0,2391.2,39.8,4.3,0.5,0,0.1229,0.187,0.2477,0.0993,0.0605,0.0308,0.0256,0.0107,0.0064,0.0066,0.0039,2505.6,169.7,141.7,46,21.5,9.6,7.6,3.1,2.1,1.8,1.3,2910,0,0,0,0,0,37,8,2,0,0,31,11,6,0,,,B 
Centre,I,,2nd.half,game,I,2.0923,I,156.4584,I,23,302.4896,0,0,0,154.9293,I,14.2469,75.927,5.3695,26.5739,0,1.6685,0.1954,0.1395,0.0652,0.0237,2769.7,71.6,44.2,18.4,6.1,86,0,0,0,0,0,11,6,4,2,0.8279,0.1567,0.0431,0.0134,0.0054,895.9,105,24.8,8,2.7,0.8564,0.1558,0.0284,0.0044,0.0007,1729.5,117.2,22.2,4.1,0.6,0.4829,0.4313,0.4419,0.3369,0.2076,0.1069,0.0493,0.0185,0.009,0.005,0.0029,1938.4,420.1,253.7,148.4,77,38.6,19.2,7.1,3.7,2.4,1.4,2909.9,0,0,0,0,0,90,39,11,4,0,74,42,19,8,,,I
Centre,E,,2nd.half,game,E,1.5987,E,22.2845,E,3,316.9709,0,0,0,130.5147,E,12.5966,58.0131,4.1057,23.7174,0,0.177,0.9569,0.4521,0.0127,0,1844,864.4,197.8,3.9,0,118,0,0,0,0,0,2,0,0,1,0.621,0.146,0.0305,0.0078,0.0016,746.9,112.9,20.1,4.6,0.9,0.6399,0.1271,0.0209,0.0034,0.0005,1896.7,105.1,18.8,3.7,0.4,0.317,0.4799,0.4091,0.2448,0.0877,0.0325,0.0157,0.0062,0.0027,0.0005,0.0024,2034.9,449.6,242.2,114.9,40.3,15.3,7,3,1.3,0.3,1.3,2910,0,0,0,0,0,103,47,12,2,0,89,40,12,5,,,E
Centre,S ,,2nd.half,game,S ,2.7124,S ,30.8671,S ,13,497.7792,1,0,0,188.1618,S ,13.9536,98.4287,6.9152,40.0034,0,2.4445,0.1859,0.0644,0.0136,0.0039,2815.8,68.7,20.6,3.9,1,80,1,0,0,0,0,11,1,1,0,1.0614,0.2012,0.0635,0.0181,0.0066,1217.5,147.3,39.5,10.3,3.5,1.1168,0.1961,0.0409,0.007,0.0006,1297.8,155.3,31.9,6.2,0.7,0.5633,0.8616,0.6123,0.3895,0.154,0.0657,0.0336,0.0119,0.0103,0.0044,0.0058,1411.4,840.4,353.1,179.7,67.3,28.4,15.1,5.3,4.4,2.1,2.8,2909.9,0,0,0,0,0,120,64,21,4,0,97,69,24,15,,,S 
Centre,J,,2nd.half,game,J,0.9182,J,40.0939,J,8,178.8746,0,0,0,75.1493,J,14.2668,33.3204,2.3487,13.1336,0,0.8155,0.0496,0.0303,0.0173,0.0055,2875.9,18.2,9.7,4.9,1.4,13,0,0,0,0,0,6,1,1,0,0.3737,0.074,0.0243,0.0041,0.0005,895,58.8,14.3,2.3,0.2,0.3497,0.073,0.0159,0.0022,0.0008,1866.9,56.5,13,2.3,0.8,0.2213,0.3306,0.1551,0.0949,0.0469,0.032,0.0173,0.007,0.0078,0.0035,0.0018,2403.1,325.2,89.7,44.1,19.6,12.6,7.6,2.8,2.8,1.6,1,0,0,0,0,0,0,38,23,6,3,0,36,23,10,2,,,J
Centre,L ,,2nd.half,game,L ,3.0718,L ,256.0239,L ,20,526.7076,2,0,0,224.4199,L ,16.4044,111.4712,7.8885,45.4005,0,2.6681,0.1479,0.1104,0.0933,0.0522,2781.8,54.4,34.9,26.1,12.9,61,2,0,0,0,0,9,4,6,1,1.2485,0.257,0.054,0.0185,0.0026,1239.7,184.5,31.9,10.4,1.4,1.2043,0.2328,0.0474,0.0062,0.0005,1209.7,186.1,39.2,6.7,0.5,0.5184,0.8223,0.8775,0.3979,0.2124,0.1188,0.0606,0.0317,0.0133,0.0091,0.0097,1265.5,775.7,505.8,189.4,85,42.7,21.6,12,5,3.8,3.6,2910,0,0,0,0,0,137,86,28,1,0,144,58,34,6,,,L 
