Session Title,Player Name,Minutes Played,Split Name,Duration,Player Name,Distance (miles),Player Name,Sprint Distance (yards),Player Name,Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Player Name,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,,,Player Name
Kenyon,H,,1st.half,2828,H,2.0032,H,167.6974,H,18,328.3859,0,0,0,148.8348,H,16.0017,74.8015,5.3103,29.6273,0,6,5.1815,1.7038,0.1154,0.0888,0.0529,0.0424,2731.8,42.5,28.2,14.8,10.5,40,0,0,0,0,0,10,4,3,1,0.8418,0.1266,0.0409,0.0136,0.0069,1184.3,91.5,24,7.3,3.1,0.7844,0.1487,0.0339,0.0061,0.0003,1373.1,114,25.5,4.7,0.3,0.3487,0.5624,0.5347,0.2476,0.1302,0.0846,0.032,0.0253,0.0142,0.0106,0.0129,1755,534.4,308.6,113.8,51.8,29.4,11.7,8.8,5.3,4,5,2827.7,0,0,0,0,0,86,43,13,3,0,80,29,17,11,,,H
Kenyon,S,,1st.half,2828,S,3.0851,S,196.9034,S,28,579.3312,0,0,0,209.7551,S,15.3406,115.1998,8.2821,49.6004,0,5.9334,5.4334,2.6458,0.1876,0.1398,0.0854,0.0265,2684.1,68.7,44.4,24,6.6,125,0,0,0,0,0,16,7,5,0,1.2019,0.238,0.0799,0.0209,0.0075,1161.7,166,45.3,11.4,3.7,1.2389,0.2287,0.0527,0.0138,0.0028,1222.3,167.2,36.7,10.7,2.8,0.4754,1.0399,0.6916,0.3886,0.2289,0.1108,0.0507,0.0412,0.0245,0.0143,0.0192,1049.3,1015.6,394.4,176.5,88.9,42.4,20,16.1,10,5.9,8.7,2827.7,0,0,0,0,0,115,74,25,13,0,135,66,28,15,,,S
Kenyon,N,,1st.half,2828,N,0.1309,N,0,N,0,22.9262,0,0,0,23.82,N,5.1699,4.8872,0.2976,0.2794,0,0,0,0.1309,0,0,0,0,2827.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.0043,0.0001,0,0,580,8.5,0.1,0,0,0.0543,0.0031,0.0001,0,0,2228.2,10.6,0.4,0,0,0.1086,0.0209,0.0008,0.0005,0,0,0,0,0,0,0,2802.9,23.8,0.7,0.4,0,0,0,0,0,0,0,2827.7,0,0,0,0,0,2,0,0,0,0,1,0,0,0,,,N
Kenyon,K ,,1st.half,2828,K ,2.5769,K ,112.4067,K ,16,467.5716,0,0,0,171.1588,K ,14.585,96.2245,6.7827,33.2096,0,4.4089,5.0045,2.2994,0.1325,0.0812,0.0489,0.015,2735.8,48.8,25.7,13.7,3.8,31,0,0,0,0,0,11,3,2,0,1.1117,0.2035,0.0461,0.0115,0.0006,1308.9,136.2,28.8,6.8,0.4,0.9455,0.2063,0.0442,0.0065,0.0011,1142.8,161.4,35.6,6,0.9,0.688,0.6786,0.5657,0.3011,0.1771,0.081,0.0386,0.0208,0.014,0.0067,0.0053,1549.3,666.3,327.8,142,74,31.8,16.2,9,6.1,2.7,2.6,2827.7,0,0,0,0,0,107,74,18,6,0,111,61,20,4,,,K 
Kenyon,F,,1st.half,954,F,0.5583,F,0,F,0,100.5331,0,0,0,35.4723,F,10.6777,61.7973,4.0271,13.7016,0,4.0808,3.64,0.529,0.0251,0.0042,0,0,943.4,9.1,1.4,0,0,2,0,0,0,0,0,0,0,0,0,0.2694,0.0255,0.0041,0.0007,0.0001,456.6,26.5,3.2,0.5,0.1,0.2286,0.0255,0.0037,0.0005,0,427.7,34.4,4.5,0.4,0,0.2827,0.1448,0.0664,0.0474,0.0112,0.0038,0.0012,0.0003,0,0.0003,0.0003,733,149.9,41.3,21.5,5.2,1.9,0.6,0.2,0,0.1,0.2,953.9,0,0,0,0,0,21,10,3,0,0,22,6,2,1,,,F
Kenyon,E,,1st.half,2828,E,0.0181,E,0,E,0,2.988,0,0,0,5.0806,E,1.9586,0.6756,0.0398,0,0,0,0,0.0176,0.0005,0,0,0,2827,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099,0.0005,0.0001,0,0,141.6,1.3,0.1,0,0,0.0074,0.0003,0,0,0,2683,1.7,0,0,0,0.018,0.0001,0,0,0,0,0,0,0,0,0,2827.5,0.2,0,0,0,0,0,0,0,0,0,2827.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,E
Kenyon,Z,,1st.half,2828,Z,1.6402,Z,20.7666,Z,15,275.6646,0,0,0,141.4437,Z,13.4317,61.2478,4.458,26.9522,0,5.8297,4.4267,1.3676,0.1804,0.0803,0.0095,0.0023,2732.2,66.2,25.9,2.7,0.6,47,0,0,0,0,0,8,6,0,1,0.6377,0.1398,0.0465,0.01,0.0045,868.3,101.5,29.4,6,2.3,0.6095,0.1596,0.0297,0.0028,0.0001,1664.7,125,27.1,3.2,0.1,0.1948,0.3944,0.4496,0.3404,0.1569,0.0574,0.028,0.0122,0.0031,0.0026,0.0009,1945.1,358.4,259.2,153.4,65.9,25.4,12.1,5.3,1.2,1.1,0.5,2827.7,0,0,0,0,0,93,69,10,1,0,73,65,20,9,,,Z
Kenyon,R,,1st.half,2828,R,3.1869,R,300.9921,R,28,546.7252,0,0,0,195.6585,R,16.4541,119.0004,8.4268,50.2988,0,6,4.2572,0.2704,1.6732,1.0722,0.1652,0.0059,792.1,1524.6,462.4,47.3,1.3,40,0,0,0,0,0,17,8,3,0,1.3374,0.2265,0.066,0.0204,0.0064,1228.3,162.2,39.3,11.3,3.6,1.2201,0.2628,0.0401,0.0062,0.0012,1132.4,209.7,33.9,6.2,0.8,0.4778,0.9197,0.7869,0.5304,0.245,0.1173,0.0498,0.031,0.0147,0.0078,0.0065,1071,880.7,451.7,239.3,98.9,44.8,19,11.4,5.4,2.6,2.9,2827.8,0,0,0,0,0,157,69,24,3,0,125,63,37,11,,,R
Kenyon,X,,1st.half,2828,X,0.8437,X,1.1286,X,0,163.9736,0,0,0,69.0237,X,10.7672,31.5054,2.0474,5.5874,0,5.3697,5.2445,0.3359,0.4297,0.0775,0.0006,0,2307.6,484.8,35.2,0.2,0,2,0,0,0,0,0,0,0,0,0,0.3995,0.0398,0.0093,0.0017,0.0008,1187.5,47,6.9,1.1,0.4,0.3527,0.0314,0.007,0.0013,0.0003,1522.8,53,6.8,1.9,0.4,0.5182,0.177,0.0916,0.035,0.0129,0.0028,0.0021,0.0013,0.0008,0.0002,0.0017,2560.2,183.3,55.2,17.8,6.3,1.8,1.1,0.6,0.5,0.1,0.9,2827.7,0,0,0,0,0,27,13,4,1,0,22,10,5,1,,,X
Kenyon,C,,1st.half,2828,C,3.5127,C,124.2691,C,26,629.6432,5,0,0,282.0546,C,14.7242,131.1674,9.4105,60.0219,0,4.9738,4.253,3.0559,0.2682,0.118,0.052,0.0186,2671.6,99.1,37.7,14.7,4.7,283,5,0,0,0,0,19,4,3,0,1.4024,0.2966,0.0677,0.0168,0.0046,1166.7,197.4,41.3,10.4,2,1.367,0.2932,0.0548,0.009,0.0005,1154.8,207.2,39.8,7.6,0.6,0.3677,1.0983,0.9537,0.5897,0.2623,0.1163,0.0541,0.0311,0.0155,0.0098,0.0143,772.8,1031.3,544,271.6,109.8,46.8,22.6,12.1,6.5,4.2,6.1,2827.7,0,0,0,0,0,167,110,27,4,0,186,86,34,7,,,C
Kenyon,J,,1st.half,2828,J,1.3388,J,52.2986,J,13,261.9557,1,0,0,94.9474,J,13.3919,49.9927,3.5397,23.269,0,6,5.6371,1.1569,0.089,0.0632,0.0262,0.0035,2766.8,32.6,20.1,7.4,0.9,19,1,0,0,0,0,7,5,1,0,0.5591,0.1004,0.0279,0.0077,0.0016,711.2,75.1,17.2,4.5,0.8,0.5185,0.094,0.0236,0.0048,0.0012,1920.6,75.1,17.2,4.7,1.4,0.1923,0.5511,0.2616,0.1587,0.0841,0.0386,0.0234,0.015,0.0054,0.0043,0.0044,2002.8,528.8,152.9,72,32.5,16.2,9.8,6.1,2.4,2.1,2.2,0,0,0,0,0,0,51,31,14,6,0,50,33,14,3,,,J
Kenyon,O,,1st.half,2828,O,0.0642,O,0,O,0,7.8166,0,0,0,19.8308,O,3.1964,2.3967,0.1428,0.0212,0,0,0,0.0569,0.0072,0,0,0,2818,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349,0.0016,0.0003,0,0,553.2,3.4,0.5,0,0,0.0263,0.0009,0.0001,0,0,2265.4,4.8,0.4,0.1,0,0.0621,0.0021,0,0,0,0,0,0,0,0,0,2825.1,2.6,0.1,0,0,0,0,0,0,0,0,2827.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,O
Kenyon,P,,1st.half,2828,P,0.0026,P,0,P,0,0.4148,0,0,0,0.238,P,2.6943,0.0969,0.006,0,0,0,0,0.0026,0,0,0,0,2827.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,5,0,0,0,0,0.0012,0,0,0,0,2822.5,0.3,0,0,0,0.0024,0.0002,0,0,0,0,0,0,0,0,0,2827.5,0.3,0,0,0,0,0,0,0,0,0,2827.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,P
Kenyon,A,,1st.half,2828,A,0.0456,A,0,A,0,6.6544,0,0,0,30.9858,A,2.5551,1.7023,0.0965,0,0,0,0,0.0452,0.0004,0,0,0,2827.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.0004,0,0,0,926.1,1.1,0.1,0,0,0.0199,0.0002,0,0,0,1899.3,1.2,0,0,0,0.0453,0.0003,0,0,0,0,0,0,0,0,0,2827.5,0.3,0,0,0,0,0,0,0,0,0,2827.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,A
Kenyon,B ,,1st.half,2828,B ,1.4541,B ,149.374,B ,10,255.7279,0,0,0,102.4718,B ,15.092,54.2988,3.8222,23.39,0,4.5556,4.3839,0.1226,0.8149,0.4317,0.0818,0.0031,1896.7,714.5,192.6,23.2,0.7,21,0,0,0,0,0,5,4,1,0,0.6223,0.109,0.0206,0.0061,0.0012,740.2,83.1,12.4,3.2,0.6,0.5712,0.1006,0.0187,0.0041,0.0003,1883.8,83.8,16.7,3.5,0.4,0.2131,0.4344,0.4149,0.1923,0.0967,0.0514,0.0219,0.012,0.0083,0.0028,0.0064,2016.5,405.4,237.9,90.4,39.6,18.5,8.4,4.4,3,1.1,2.5,2827.7,0,0,0,0,0,64,35,10,2,0,69,25,9,3,,,B 
Kenyon,Q,,1st.half,2828,Q,3.2887,Q,32.3271,Q,16,698.4567,0,0,0,243.8614,Q,13.5411,122.8027,8.6122,51.8035,0,5.2482,3.9734,2.9172,0.2425,0.1107,0.0176,0.0008,2698.1,89.1,35.4,5,0.2,95,0,0,0,0,0,7,4,3,2,1.343,0.2502,0.0597,0.0123,0.0052,1180.4,176.4,40.2,7.3,2.7,1.3169,0.259,0.0377,0.0044,0.0002,1184.4,198.6,33,4.6,0.2,0.4803,0.9575,0.9312,0.5448,0.2411,0.0756,0.0316,0.0148,0.0065,0.004,0.0014,952.2,931.5,532.1,251.6,101.8,33,13.6,6.7,2.7,1.9,0.7,0,0,0,0,0,0,168,85,19,1,0,143,90,24,10,,,Q
Kenyon,U,,1st.half,2828,U,1.9677,U,173.3755,U,20,323.424,1,0,0,135.6206,U,16.0564,73.4749,5.4073,30.232,0,6,5.6404,1.6355,0.143,0.0906,0.0548,0.0438,2720.5,52.4,28.9,15.3,10.7,42,1,0,0,0,0,14,3,2,1,0.7216,0.1822,0.0502,0.0246,0.007,1051.4,117.8,27.8,11.5,3.6,0.758,0.174,0.0366,0.0112,0.0022,1465.1,116,23.6,8.8,2.2,0.3104,0.6154,0.3896,0.2767,0.1506,0.0997,0.0478,0.0251,0.0209,0.0124,0.019,1728.7,608.5,220.7,124.5,61.1,36.1,18.3,9.5,7.5,4.9,8,2827.7,0,0,0,0,0,74,48,16,10,0,74,42,24,15,,,U
Kenyon,I,,1st.half,2828,I,1.9667,I,135.5212,I,15,284.1817,0,0,0,139.172,I,16.4242,73.4389,5.1912,29.1322,0,5.5112,3.8445,1.6365,0.1845,0.0687,0.0288,0.0482,2718.1,68.1,22,8.1,11.5,12,0,0,0,0,0,9,4,1,1,0.8317,0.1423,0.0356,0.0124,0.0014,801.8,101.8,20.3,6.6,0.8,0.7438,0.1736,0.0229,0.003,0.0001,1745,129.5,18.5,3.3,0.2,0.3433,0.5073,0.4524,0.3519,0.1433,0.0801,0.0516,0.0232,0.0083,0.0047,0.0005,1812.6,478,260.4,156.1,59.3,30.2,18,8,3.3,1.7,0.2,2827.7,0,0,0,0,0,88,52,14,0,0,89,36,15,3,,,I
Kenyon,V,,1st.half,2828,V,3.1389,V,174.1213,V,21,565.671,0,0,0,241.6519,V,14.4259,117.2075,8.3282,47.712,0,6,4.28,2.749,0.2057,0.0852,0.0681,0.0309,2698,75.9,27.1,18.9,7.9,100,0,0,0,0,0,14,4,2,1,1.3132,0.2605,0.0486,0.0111,0.0049,1214.9,187.1,30.7,6.2,2.3,1.1812,0.263,0.0485,0.0072,0.0006,1133,206.4,39.4,7.1,0.7,0.556,0.8681,0.8218,0.47,0.206,0.1176,0.0518,0.0251,0.0109,0.0062,0.0054,1140.2,823.1,471.2,220.5,87.1,44.8,20.6,10.4,4.8,2.8,2.3,2827.7,0,0,0,0,0,165,103,24,4,0,177,75,24,7,,,V
Kenyon,L ,,1st.half,2828,L ,2.971,L ,128.3515,L ,20,516.9081,0,0,0,210.9389,L ,17.1848,110.9412,7.9673,45.5494,0,5.3926,5.0045,2.6558,0.1507,0.0917,0.0341,0.0388,2724.3,55.4,29.2,9.6,9.2,58,0,0,0,0,0,14,4,2,0,1.2235,0.261,0.062,0.0181,0.0041,1214.5,193.4,39,9.8,2.2,1.074,0.2671,0.0524,0.0077,0.0011,1092.6,221,46.3,7.8,1.1,0.535,0.9376,0.7258,0.3868,0.1955,0.0794,0.0466,0.0287,0.0116,0.0131,0.0108,1149.5,905,426.1,186.5,85.1,33.1,18.2,10.8,4.5,4.4,4.5,2827.8,0,0,0,0,0,168,111,27,6,0,167,86,28,11,,,L 
Kenyon,H,,2nd.half,2708,H,2.3306,H,74.1063,H,13,384.6026,0,0,0,170.9195,H,15.6885,90.884,6.4926,38.1517,0,5.9556,4.9867,2.1263,0.1045,0.0577,0.0239,0.0182,2640.2,38.7,18.3,6.7,4.5,52,0,0,0,0,0,8,5,0,0,0.9594,0.188,0.0518,0.0169,0.0059,1068.2,147.3,33.7,9.7,3,0.8627,0.1941,0.0443,0.0068,0.0008,1236.9,164.2,38.4,6.3,0.7,0.3979,0.6935,0.6876,0.2961,0.1215,0.0611,0.0267,0.0174,0.0121,0.0087,0.008,1394.2,659.8,400.7,144.7,53.9,25.1,11.1,6.9,4.8,3.6,3.6,2708.4,0,0,0,0,0,108,83,11,8,0,108,61,30,10,,,H
Kenyon,S,,2nd.half,2708,S,2.8186,S,115.1878,S,19,520.243,1,0,0,193.0619,S,14.6048,109.9145,7.7651,45.13,0,5.3689,4.7074,2.4893,0.18,0.0838,0.0572,0.0083,2597.3,66.2,26.8,16,2.1,122,1,0,0,0,0,14,2,2,1,1.1096,0.2185,0.0623,0.0193,0.0047,1122.8,153.3,39.7,11.2,2.4,1.1506,0.1959,0.0477,0.008,0.0019,1179.9,152.2,37.2,7.8,1.9,0.5191,0.9882,0.6103,0.358,0.1591,0.083,0.0413,0.0273,0.0113,0.0117,0.0093,1075.5,975.6,351.7,164,65.6,33.9,16.8,11,4.8,4.8,4.7,2708.4,0,0,0,0,0,128,61,24,8,0,120,74,26,11,,,S
Kenyon,N,,2nd.half,2708,N,1.1134,N,77.6988,N,10,231.8911,0,0,0,97.7699,N,14.7937,43.4162,3.1424,16.3934,0,4.4,3.8707,0.9092,0.0893,0.0707,0.0345,0.0096,2641,32.7,22.5,9.8,2.4,30,0,0,0,0,0,3,4,2,1,0.471,0.1042,0.0234,0.004,0.001,883.4,77.3,14,2.4,0.6,0.3763,0.1061,0.0237,0.0035,0.0001,1619.1,89.6,18.8,3.1,0.1,0.2256,0.258,0.2532,0.1627,0.1106,0.0545,0.0194,0.0156,0.0056,0.0029,0.0053,2157.4,249.1,144.4,73.4,43.8,21.3,7.7,6,1.9,1.2,2.2,2708.4,0,0,0,0,0,48,37,13,0,0,49,34,4,3,,,N
Kenyon,K ,,2nd.half,2708,K ,2.223,K ,118.3384,K ,17,399.349,0,0,0,147.5099,K ,14.4756,86.686,6.0482,27.9121,0,5.2934,4.8134,1.9746,0.1089,0.0722,0.0527,0.0146,2627.2,39.8,23,14.8,3.7,20,0,0,0,0,0,10,6,1,0,0.9656,0.1556,0.0383,0.0117,0.0022,1268.6,107.7,21.7,5.7,1.4,0.845,0.1624,0.0351,0.0062,0.001,1143.4,127.3,26.9,5,0.8,0.6937,0.5808,0.4456,0.2205,0.1365,0.0696,0.0294,0.0215,0.0123,0.0051,0.0079,1662.3,566.7,262.4,104.1,55,26.8,11.8,8.8,4.9,2.1,3.6,2708.4,0,0,0,0,0,89,50,16,4,0,90,39,15,6,,,K 
Kenyon,F,,2nd.half,2708,F,1.325,F,1.8034,F,0,233.7864,0,0,0,85.7342,F,11.7614,51.6697,3.2983,8.7026,0,5.2445,4.6829,1.3156,0.0065,0.0019,0.001,0,2705.1,2.4,0.6,0.3,0,7,0,0,0,0,0,0,0,0,0,0.6524,0.0475,0.0058,0.0024,0.0022,1321.2,53.6,5.3,1.7,1.2,0.5636,0.0423,0.0069,0.0017,0.0003,1250.1,65.7,7.4,1.9,0.3,0.8116,0.3587,0.1021,0.0322,0.0101,0.004,0.0028,0.0006,0.0006,0.0006,0.0017,2235.5,379.5,65.2,17.2,5.5,2.2,1.5,0.4,0.3,0.3,0.8,2708.4,0,0,0,0,0,41,13,5,1,0,45,10,2,5,,,F
Kenyon,E,,2nd.half,2708,E,0.0168,E,0,E,0,2.7726,0,0,0,6.1407,E,2.1127,0.6539,0.0386,0,0,0,0,0.0161,0.0007,0,0,0,2707.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0.0004,0,0,0,174.9,1,0,0,0,0.007,0.0002,0,0,0,2530.4,2.2,0,0,0,0.0167,0.0001,0,0,0,0,0,0,0,0,0,2708.4,0.1,0,0,0,0,0,0,0,0,0,2708.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,E
Kenyon,Z,,2nd.half,2708,Z,0.1757,Z,0,Z,0,24.0068,0,0,0,43.1256,Z,3.9569,6.8523,0.4053,0.1218,0,3.2323,0,0.1757,0,0,0,0,2708.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.0033,0.0006,0.0001,0,1145.3,6.7,0.7,0.1,0,0.0711,0.0024,0.0002,0,0,1545.4,9.7,0.6,0,0,0.167,0.0084,0.0002,0.0002,0,0,0,0,0,0,0,2698.1,10,0.2,0.2,0,0,0,0,0,0,0,2708.4,0,0,0,0,0,5,0,0,0,0,1,0,1,0,,,Z
Kenyon,R,,2nd.half,2708,R,3.0015,R,251.4013,R,24,505.8862,0,0,0,175.3221,R,14.8136,117.0468,8.1409,46.9945,0,6,5.4312,0.2285,1.636,0.9942,0.1424,0.0004,690.5,1551,426.6,40.2,0.1,28,0,0,0,0,0,13,9,2,0,1.3213,0.1708,0.0498,0.0191,0.0064,1219.2,122.5,30.8,10,3.2,1.1779,0.2206,0.0292,0.0057,0.0007,1121.5,170.6,24.9,4.9,0.8,0.484,0.9163,0.6943,0.4978,0.211,0.1081,0.0416,0.0248,0.0118,0.0047,0.0071,1033.1,901.4,394.8,218.3,87,40.7,14.6,9.2,4.2,2.1,3,2708.3,0,0,0,0,0,130,60,9,4,0,99,56,23,13,,,R
Kenyon,X,,2nd.half,2708,X,0.0505,X,0,X,0,8.5187,0,0,0,39.0442,X,1.7945,1.9711,0.1111,0,0,0,0,0.0505,0,0,0,0,2708.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0.0002,0,0,0,1117.5,0.5,0,0,0,0.0233,0.0001,0,0,0,1589.2,1.3,0,0,0,0.0505,0,0,0,0,0,0,0,0,0,0,2708.5,0,0,0,0,0,0,0,0,0,0,2708.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,X
Kenyon,C,,2nd.half,2708,C,3.3699,C,83.2336,C,18,597.3977,2,0,0,272.8827,C,15.9073,131.4131,9.3218,60.7827,0,6,4.3156,3.0152,0.2192,0.0883,0.03,0.0173,2586.8,80.8,28.2,8.5,4.2,240,2,0,0,0,0,11,5,2,0,1.4049,0.2505,0.0535,0.017,0.0078,1159.1,173.4,31.5,9.7,4.2,1.3054,0.2738,0.0476,0.0094,0.0001,1078.6,205.6,38.2,8.1,0.1,0.3323,1.1365,0.964,0.5267,0.2159,0.0935,0.0515,0.0252,0.0105,0.0063,0.0077,673.5,1061.6,553.1,245.4,93.1,39.6,21.2,10,4.5,2.9,3.6,2708.4,0,0,0,0,0,167,102,29,1,0,184,70,27,16,,,C
Kenyon,J,,2nd.half,2708,J,1.6464,J,83.1012,J,9,325.1659,1,0,0,117.9108,J,14.2519,64.2043,4.5875,28.3378,0,5.0519,4.9512,1.4636,0.0931,0.0425,0.0343,0.0129,2647.6,34.4,13.5,9.6,3.3,19,1,0,0,0,0,5,3,0,1,0.6561,0.1348,0.041,0.0143,0.0026,905.7,99.5,26.4,8.5,1.6,0.6351,0.1214,0.0313,0.0075,0.0023,1531.1,101.9,24.8,6.9,2,0.3057,0.6949,0.2544,0.1813,0.0958,0.0516,0.0233,0.0147,0.0122,0.0047,0.0078,1710.8,674.3,152.1,83.1,40.3,20.2,9.7,6.1,5.5,2.4,3.9,0,0,0,0,0,0,73,42,18,9,0,53,37,22,9,,,J
Kenyon,O,,2nd.half,2708,O,0.0494,O,0,O,0,5.7073,0,0,0,29.5184,O,1.4615,1.925,0.1089,0,0,0,0,0.0494,0,0,0,0,2708.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271,0.0001,0,0,0,864.4,0.3,0,0,0,0.0221,0,0,0,0,1843.3,0.3,0,0,0,0.0494,0,0,0,0,0,0,0,0,0,0,2708.3,0,0,0,0,0,0,0,0,0,0,2708.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,O
Kenyon,P,,2nd.half,2708,P,0.0014,P,0,P,0,0.2252,0,0,0,0.2319,P,1.9138,0.0554,0.0034,0,0,0,0,0.0014,0,0,0,0,2708.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0001,0,0,0,5.8,0.6,0,0,0,0.0004,0,0,0,0,2701.6,0.5,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,2708.5,0,0,0,0,0,0,0,0,0,0,2708.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,P
Kenyon,A,,2nd.half,2708,A,0.0714,A,0,A,0,10.3893,0,0,0,46.7036,A,1.3521,2.7837,0.1573,0,0,0,0,0.0714,0,0,0,0,2708.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396,0,0,0,0,1309.1,0.1,0,0,0,0.0317,0,0,0,0,1399,0.2,0,0,0,0.0714,0,0,0,0,0,0,0,0,0,0,2708.4,0,0,0,0,0,0,0,0,0,0,2708.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,A
Kenyon,B ,,2nd.half,2708,B ,0.8699,B ,72.0919,B ,6,152.6582,1,0,0,77.4251,B ,14.3762,33.921,2.3821,13.9007,0,6,4.0667,0.1201,0.4506,0.2582,0.041,0,2181.3,401.8,113.5,11.9,0,25,1,0,0,0,0,5,1,0,0,0.3681,0.059,0.0178,0.0029,0.0024,804.3,48.7,9.8,1.7,1.2,0.3416,0.0619,0.0136,0.0023,0.0002,1773.5,55.8,11.1,2.2,0.2,0.1663,0.2597,0.214,0.1191,0.0573,0.0239,0.0118,0.0086,0.0039,0.0031,0.0022,2241.9,244.8,123.9,53.8,22.8,9.4,4.8,3.2,1.7,1.3,0.9,2708.4,0,0,0,0,0,41,16,6,2,0,36,17,4,4,,,B 
