Session Title,Player Code,Minutes Played,Split Name,Tags,Distance (miles),Sprint Distance (yards),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration,Max Acceleration,Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,,,Player Code,Minutes Played
Wittenberg,E,0,1st-Half A,game,0.0206,0,0,3.4326,0,0,0,4.3485,2.8335,1.2552,0.0746,0,0,0,0,0.0182,0.0024,0,0,0,1730.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0.0001,0,0,0,113.7,0.4,0,0,0,0.0091,0.0002,0,0,0,1618.2,1.4,0,0,0,0.0199,0.0007,0,0,0,0,0,0,0,0,0,1732.7,1,0,0,0,0,0,0,0,0,0,1733.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,E,0
Wittenberg,K,,1st-Half B,game,1.1042,72.2931,16,202.8709,0,0,0,74.5508,15.2958,110.9491,7.9218,40.4474,0,0,0,0.9216,0.0854,0.0561,0.0258,0.0153,990.3,31.4,17.8,7.2,3.8,21,0,0,0,0,0,12,4,0,0,0.45,0.0808,0.025,0.0069,0.0021,459.3,51.9,13,3.7,0.8,0.4228,0.0949,0.0181,0.0035,0.0001,444.2,62.6,12.1,2.8,0.1,0.2265,0.2661,0.2544,0.1606,0.0875,0.0529,0.028,0.0114,0.0095,0.0037,0.0037,499.7,260.8,142.7,71.2,34,20.2,10.9,4.4,3.6,1.4,1.6,1050.4,0,0,0,0,0,34,27,10,1,0,43,12,15,3,,,K,
Wittenberg,L,,1st-Half B,game,1.2986,58.8614,14,227.063,0,0,0,90.1698,14.4756,130.476,9.4198,57.6052,0,0,0,1.0775,0.122,0.0656,0.0247,0.0087,975.8,44.7,20.9,7,2.2,33,0,0,0,0,0,9,4,1,0,0.498,0.1094,0.0304,0.0093,0.003,423.9,72.2,17.1,4.7,1.6,0.5181,0.1029,0.023,0.0039,0.0006,433.6,75.2,17.9,3.7,0.7,0.1551,0.3502,0.3581,0.2211,0.1117,0.0505,0.0275,0.0099,0.0063,0.0041,0.0041,328.7,329.6,205.3,102.1,44.2,19.5,10.6,4.2,2.9,1.7,1.8,1050.5,0,0,0,0,0,70,37,10,5,0,66,32,15,6,,,L,
Wittenberg,H,,1st-Half B,game,0.0323,0,0,4.2637,0,0,0,16.6604,2.2718,3.2499,0.1856,0,0,0,0,0.0323,0,0,0,0,1050.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174,0.0001,0,0,0,483.4,0.2,0,0,0,0.0148,0,0,0,0,566.6,0.4,0,0,0,0.0323,0,0,0,0,0,0,0,0,0,0,1050.6,0,0,0,0,0,0,0,0,0,0,1050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,H,
Wittenberg,V,,1st-Half B,game,1.309,25.6342,9,236.5964,0,0,0,100.3558,13.372,131.5194,9.3758,57.234,0,0,0,1.1339,0.1145,0.046,0.0138,0.0008,989.5,42.2,14.8,3.9,0.2,64,0,0,0,0,0,6,2,1,0,0.5296,0.1046,0.0291,0.006,0.0016,433.6,72.1,17.7,3.1,0.9,0.5141,0.0984,0.021,0.0041,0.0005,425.1,77.8,16.2,3.6,0.5,0.17,0.3616,0.391,0.2283,0.088,0.0364,0.0142,0.0067,0.0038,0.0045,0.0045,319.8,337.2,224.3,102.1,36.6,15.4,6.2,3,1.6,2.2,2.2,1050.5,0,0,0,0,0,70,32,11,3,0,64,35,9,4,,,V,
Wittenberg,M,,1st-Half B,game,1.069,73.8755,9,166.5103,0,0,0,74.5899,15.8973,107.4117,7.4931,37.4262,0,0,0,0.124,0.5518,0.3513,0.0389,0.0031,351.3,537.3,150.1,11.2,0.7,24,0,0,0,0,0,4,3,1,1,0.463,0.0693,0.0155,0.0055,0.0025,467.9,48.4,9.7,3,1.3,0.4257,0.0695,0.0144,0.0031,0.0005,454.3,51.8,11,2.6,0.6,0.2428,0.2668,0.237,0.1799,0.0758,0.0281,0.0171,0.0081,0.0071,0.001,0.0054,513.5,265.6,134.8,79.8,30.3,11.8,6.3,3,2.6,0.4,2.5,1050.5,0,0,0,0,0,33,23,7,2,0,36,21,7,4,,,M,
Wittenberg,C,,1st-Half B,game,0.0177,0,0,2.603,0,0,0,4.8691,1.9288,1.7781,0.1047,0,0,0,0,0.0177,0,0,0,0,1050.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0.0002,0,0,0,131.9,0.6,0,0,0,0.0078,0.0001,0,0,0,917.3,0.8,0,0,0,0.0177,0,0,0,0,0,0,0,0,0,0,1050.6,0,0,0,0,0,0,0,0,0,0,1050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C,
Wittenberg,O,,1st-Half B,game,0.0077,0,0,0.8895,0,0,0,4.88,1.3024,0.778,0.0437,0,0,0,0,0.0077,0,0,0,0,1050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,145.9,0,0,0,0,0.0034,0,0,0,0,904.4,0.2,0,0,0,0.0077,0,0,0,0,0,0,0,0,0,0,1050.5,0,0,0,0,0,0,0,0,0,0,1050.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,O,
Wittenberg,J,,1st-Half B,game,0.9082,130.0773,13,184.162,0,0,0,66.0648,16.5137,91.2527,6.6981,41.0718,0,0,0,0.7235,0.0617,0.0492,0.0421,0.0318,992.6,22.8,15.6,11.8,7.8,33,0,0,0,0,0,7,5,1,0,0.3262,0.0794,0.0303,0.0079,0.0018,315,53.3,16.3,4.1,1.1,0.3584,0.0837,0.0159,0.0033,0.0014,584.3,59.2,12.7,3.1,1.5,0.0895,0.3105,0.1925,0.1157,0.0733,0.0607,0.03,0.0183,0.0077,0.0032,0.0067,520.5,292.9,111,52.6,27.8,21.7,10.6,6.8,2.7,1.2,2.8,0,0,0,0,0,0,34,20,10,7,0,31,21,14,3,,,J,
Wittenberg,Z,,1st-Half B,game,0.0395,0,0,5.2681,0,0,0,11.9558,2.739,3.969,0.2293,0,0,0,0,0.0395,0,0,0,0,1050.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219,0.0002,0,0,0,355.4,0.5,0,0,0,0.0172,0.0001,0,0,0,693.9,0.6,0,0,0,0.0392,0.0003,0,0,0,0,0,0,0,0,0,1050,0.4,0,0,0,0,0,0,0,0,0,1050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Z,
Wittenberg,R,,1st-Half B,game,1.2704,90.1605,10,215.5667,0,0,0,78.2998,14.6546,127.6487,8.9437,56.3541,0,0,0,0.0828,0.7049,0.4314,0.0504,0.0009,234.5,614.8,186.6,14.4,0.2,14,0,0,0,0,0,8,1,1,0,0.5294,0.0758,0.0238,0.0104,0.0039,441.5,54.6,15.7,6.7,1.8,0.5178,0.093,0.0142,0.002,0,440,75.7,12.5,2,0,0.1487,0.364,0.3813,0.2227,0.087,0.0347,0.0143,0.0056,0.0045,0.0026,0.005,321.3,348.2,221.1,99.7,35.6,13,5.4,2,1.7,0.8,1.7,1050.4,0,0,0,0,0,57,35,8,0,0,45,19,22,4,,,R,
Wittenberg,U,,1st-Half B,game,0.5455,88.7607,5,87.053,0,0,0,41.4794,15.7681,54.8126,3.9175,23.1296,0,0,0,0.4233,0.0434,0.0284,0.0169,0.0336,1012.6,16,9.1,4.7,8.2,5,0,0,0,0,0,0,5,0,0,0.2135,0.038,0.0114,0.0068,0.0006,414,24.8,5.3,3,0.2,0.2305,0.0355,0.006,0.0024,0.0008,574,23,3.8,1.8,0.7,0.072,0.1456,0.1297,0.0804,0.0436,0.0319,0.016,0.0118,0.0037,0.0044,0.0065,763.5,138.6,73.5,34.7,16.8,9.9,4.8,3.6,1.3,1.5,2.4,1050.5,0,0,0,0,0,22,3,4,3,0,21,5,7,2,,,U,
Wittenberg,G,,1st-Half B,game,0.4859,30.3783,5,82.753,0,0,0,39.5924,14.3165,48.8695,3.5444,20.2018,0,0,0,0.412,0.0294,0.0273,0.0121,0.0052,1026.2,10.8,8.7,3.4,1.3,13,0,0,0,0,0,4,0,0,1,0.1883,0.0423,0.0161,0.0038,0.0005,394.2,29.5,9.7,1.8,0.3,0.1797,0.0455,0.0078,0.0018,0.0002,572.7,33.4,6.9,1.7,0.2,0.0701,0.1393,0.1257,0.0658,0.04,0.0212,0.0095,0.0059,0.0039,0.0035,0.0011,777.3,136.7,71.4,31.2,16.3,8.4,3.6,2.1,1.6,1.3,0.5,1050.5,0,0,0,0,0,19,16,6,0,0,18,15,7,2,,,G,
Wittenberg,S,,1st-Half B,game,1.2686,106.9671,12,238.1876,0,0,0,85.4433,15.5295,127.4601,9.1647,54.7549,0,0,0,1.0321,0.1027,0.073,0.039,0.0217,973.2,37.7,23.3,10.9,5.4,41,0,0,0,0,0,7,2,1,2,0.4727,0.1029,0.0394,0.0086,0.0006,405,68.8,22.3,4.3,0.4,0.5212,0.1006,0.0179,0.0041,0.0006,463.5,69.3,13.2,3.2,0.5,0.1656,0.3483,0.3471,0.1862,0.0964,0.0535,0.0331,0.014,0.014,0.005,0.0054,349.3,337,199.6,81.9,36.9,19.3,11.8,5.3,5.2,1.8,2.4,1050.6,0,0,0,0,0,44,25,11,3,0,55,31,14,2,,,S,
Wittenberg,A,,1st-Half B,game,0.0282,0,0,4.1398,0,0,0,17.5876,2.1475,2.8335,0.1617,0,0,0,0,0.0281,0.0001,0,0,0,1050.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155,0.0002,0,0,0,501.2,0.5,0,0,0,0.0123,0.0002,0,0,0,548,0.8,0,0,0,0.0282,0,0,0,0,0,0,0,0,0,0,1050.4,0.1,0,0,0,0,0,0,0,0,0,1050.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,A,
Wittenberg,I,,1st-Half B,game,0.9271,123.9574,13,135.657,0,0,0,66.4426,15.0423,93.1549,6.6654,37.544,0,0,0,0.7327,0.0557,0.0683,0.0404,0.0301,989.8,20.3,21.6,11.3,7.5,10,0,0,0,0,0,7,3,1,2,0.3708,0.0711,0.0182,0.0069,0.0018,333.7,44.1,10.3,3.5,0.9,0.3709,0.0697,0.0156,0.0019,0.0003,595.6,49.1,11.3,1.6,0.4,0.1312,0.2155,0.2422,0.1347,0.0863,0.0553,0.0315,0.0144,0.0082,0.0039,0.0038,583.9,196.6,137.4,60.9,32.3,18.3,10.3,4.9,3,1.3,1.6,1050.5,0,0,0,0,0,38,21,7,1,0,37,18,6,5,,,I,
Wittenberg,Q,,1st-Half B,game,1.3168,40.5215,6,276.0717,0,0,0,93.6877,14.0729,132.3074,9.1623,56.0918,0,0,0,1.1548,0.1013,0.0377,0.0183,0.0047,994.7,37.5,12,5.2,1.2,22,0,0,0,0,0,1,4,1,0,0.5499,0.0893,0.0258,0.0045,0.0003,446.9,61,15.5,2.6,0.2,0.5415,0.0922,0.0117,0.0013,0.0002,443.3,69.2,10.2,1.4,0.3,0.1665,0.3363,0.4064,0.263,0.0877,0.0338,0.0118,0.0073,0.0031,0.0002,0.0007,322,325.4,226.1,117.8,36.4,13.5,4.9,2.8,1.2,0.1,0.4,1050.5,0,0,0,0,0,59,26,4,2,0,58,23,10,2,,,Q,
Wittenberg,B,,1st-Half B,game,0.0269,0,0,4.1032,0,0,0,5.9625,3.256,2.7058,0.1651,0.0095,0,0,0,0.0227,0.0043,0,0,0,1044.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126,0.0025,0,0,0,135.2,6.2,0,0,0,0.0113,0.0006,0,0,0,904.4,4.8,0,0,0,0.0254,0.0015,0,0,0,0,0,0,0,0,0,1048.6,2,0,0,0,0,0,0,0,0,0,1050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B,
Wittenberg,P,,1st-Half B,game,1.1905,80.8189,7,214.7634,0,0,0,72.5434,16.4441,119.6142,8.3854,46.621,0,0,0,1.009,0.0877,0.0478,0.0211,0.0248,991,32.5,15.2,5.9,6,15,0,0,0,0,0,3,1,0,3,0.4868,0.0817,0.0187,0.009,0.0016,444.8,56.3,10.3,4.3,0.7,0.4964,0.0722,0.019,0.0047,0.0003,466.5,50.8,12.8,3.9,0.2,0.2128,0.3432,0.2805,0.186,0.0778,0.0373,0.0176,0.0143,0.007,0.0044,0.0096,405.5,342.5,156.7,82,30.4,13.7,6.5,5.3,2.6,1.6,3.8,1050.5,0,0,0,0,0,38,18,10,2,0,45,18,10,3,,,P,
Wittenberg,X,,1st-Half B,game,0.4759,8.5805,1,91.2225,0,0,0,30.6559,12.7009,47.813,3.0661,8.5959,0,0,0,0.1835,0.2622,0.0253,0.0049,0,737.4,299.8,11.9,1.4,0,4,0,0,0,0,0,1,0,0,0,0.2256,0.0172,0.0031,0.0012,0.0014,476.2,20.1,2.1,0.9,0.6,0.2089,0.0133,0.004,0.0013,0,527.1,18.9,3.5,1.1,0,0.3076,0.0963,0.0456,0.015,0.0044,0.0023,0.0006,0.0007,0.0009,0.0006,0.0018,913.1,95.3,28.8,8.5,1.9,0.8,0.4,0.2,0.6,0.2,0.7,1050.6,0,0,0,0,0,12,5,5,0,0,15,3,3,1,,,X,
Wittenberg,N,,1st-Half B,game,0.017,0,0,2.8561,0,0,0,5.403,1.9636,1.7072,0.0998,0,0,0,0,0.017,0,0,0,0,1050.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.0002,0,0,0,153.4,0.5,0,0,0,0.0075,0.0001,0,0,0,895.6,1.1,0,0,0,0.0169,0.0001,0,0,0,0,0,0,0,0,0,1050.5,0.1,0,0,0,0,0,0,0,0,0,1050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,N,
Wittenberg,E,,1st-Half B,game,0.0071,0,0,1.1856,0,0,0,1.0804,2.4358,0.7097,0.0425,0,0,0,0,0.0067,0.0004,0,0,0,1050.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0.0001,0.0001,0,0,29.2,0.4,0.2,0,0,0.0032,0,0,0,0,1020.2,0.4,0.2,0,0,0.0069,0.0001,0,0,0,0,0,0,0,0,0,1050.4,0.2,0,0,0,0,0,0,0,0,0,1050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,E,
Wittenberg,K,,2nd-Half,game,2.7721,280.6422,27,509.179,1,0,0,190.7836,16.5684,108.0215,7.7062,42.0086,0,0,0,2.3296,0.1517,0.1314,0.0703,0.0891,2571.7,55.5,41.7,19.8,21.7,39,1,0,0,0,0,15,8,2,2,1.1766,0.2184,0.0498,0.0149,0.0039,1216.2,140.4,28.2,8.3,1.9,1.0272,0.2249,0.0462,0.0098,0.0004,1112.4,162.5,32,8.1,0.4,0.5228,0.7856,0.6539,0.3357,0.1863,0.1263,0.067,0.0367,0.0296,0.013,0.0153,1232.2,768.7,378.2,155.6,73.5,44.3,22.8,13.6,10.3,4.9,6.3,2710.3,0,0,0,0,0,121,61,27,3,0,115,49,22,7,,,K,
Wittenberg,L,,2nd-Half,game,3.2443,221.6069,31,567.2993,2,0,0,231.8641,16.6131,126.4207,9.1224,55.0731,0,0,0,2.7426,0.2378,0.138,0.0878,0.0381,2545.2,87.4,43.8,24.6,9.4,103,2,0,0,0,0,19,8,4,0,1.2979,0.276,0.0766,0.0238,0.0046,1119.7,194.6,45.4,13.2,2.7,1.2245,0.2706,0.0596,0.0094,0.0012,1065.3,210.8,48.5,9.1,1.1,0.4077,0.9359,0.8628,0.5205,0.2505,0.123,0.0657,0.0363,0.0203,0.0122,0.0094,876.4,895,496.1,238.3,102,46.7,25.3,13.5,7.7,5.1,4.3,2710.3,0,0,0,0,0,157,100,30,6,0,145,90,37,11,,,L,
Wittenberg,H,,2nd-Half,game,0.0953,0,0,12.632,0,0,0,33.5315,2.4557,3.7147,0.2131,0,0,0,0,0.0953,0,0,0,0,2710.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0535,0.0005,0,0,0,999.8,1.1,0,0,0,0.041,0.0002,0,0,0,1708.1,1.3,0.1,0,0,0.0952,0.0002,0,0,0,0,0,0,0,0,0,2710.2,0.2,0,0,0,0,0,0,0,0,0,2710.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,H,
Wittenberg,V,,2nd-Half,game,3.252,60.7905,20,581.1857,0,0,0,251.8807,13.6902,126.721,8.9276,57.2077,0,0,0,2.914,0.1922,0.1113,0.0295,0.005,2594.6,70.6,35.5,8.3,1.3,144,0,0,0,0,0,13,6,1,0,1.342,0.2585,0.0538,0.0105,0.004,1131.6,182.5,34.3,6,2.3,1.3005,0.2263,0.0477,0.0076,0.0011,1122.4,186.3,38,6,0.9,0.4013,1.0321,1.0037,0.4652,0.2076,0.0785,0.0287,0.0136,0.0096,0.0057,0.006,791.9,970.9,581.6,219.2,85.1,31.9,13,6.2,4.7,2.8,3,2710.2,0,0,0,0,0,192,96,19,5,0,190,86,18,10,,,V,
Wittenberg,M,,2nd-Half,game,2.6768,347.535,22,419.1454,0,0,0,184.382,16.9363,104.308,7.3112,37.7287,0,0,0,0.3033,1.404,0.772,0.177,0.0205,949.4,1366,340.7,49.8,4.5,75,0,0,0,0,0,11,6,3,2,1.1172,0.21,0.0445,0.014,0.0023,1176.6,146.1,26.1,8,1.2,1.0504,0.1928,0.0377,0.0078,0.0001,1172.5,144.3,28.7,6.7,0.2,0.594,0.6997,0.6284,0.3386,0.1858,0.1125,0.0497,0.0237,0.0211,0.0139,0.0094,1346.4,695.3,358,155.2,73.3,40.6,17.4,8.7,7.1,4.6,3.8,2710.3,0,0,0,0,0,100,55,20,1,0,129,45,14,6,,,M,
Wittenberg,C,,2nd-Half,game,0.0543,0,0,7.8545,0,0,0,22.6701,4.0961,2.1159,0.1225,0.0295,0,0,0,0.0543,0,0,0,0,2710.3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.0298,0.0006,0.0002,0,0,604.2,1,0.2,0,0,0.0233,0.0002,0.0002,0,0,2103.6,0.9,0.4,0,0,0.0531,0.0011,0.0002,0,0,0,0,0,0,0,0,2709,1.1,0.2,0,0,0,0,0,0,0,0,2710.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,C,
Wittenberg,O,,2nd-Half,game,0.0436,0,0,5.0938,0,0,0,15.9346,1.9188,1.7002,0.0971,0,0,0,0,0.0435,0.0001,0,0,0,2710.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243,0.0003,0,0,0,445.5,0.6,0,0,0,0.0191,0.0001,0,0,0,2263.9,0.4,0,0,0,0.0436,0,0,0,0,0,0,0,0,0,0,2710.4,0,0,0,0,0,0,0,0,0,0,2710.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,O,
Wittenberg,J,,2nd-Half,game,0.0692,0,0,11.089,0,0,0,30.9975,2.4457,2.6961,0.1563,0,0,0,0,0.0692,0,0,0,0,2710.4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.0376,0.0012,0,0,0,827.8,2.6,0,0,0,0.0299,0.0006,0,0,0,1877.1,2.8,0.1,0,0,0.069,0.0002,0,0,0,0,0,0,0,0,0,2710,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,J,
Wittenberg,Z,,2nd-Half,game,0.199,0,0,27.3334,0,0,0,48.2087,6.7258,7.7549,0.4612,0.1845,0,0,0,0.199,0,0,0,0,2710.3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.1106,0.0031,0.0006,0.0003,0,1256.1,5,0.7,0.2,0,0.0817,0.002,0.0007,0,0,1441.7,5.7,0.9,0,0,0.1905,0.0041,0.0025,0.0014,0.0004,0,0.0001,0,0,0,0,2703.3,4,1.6,1,0.3,0,0.1,0,0,0,0,2710.4,0,0,0,0,0,0,3,0,0,0,0,1,1,0,,,Z,
Wittenberg,R,,2nd-Half,game,3.0204,278.0066,17,510.247,0,0,0,181.6102,15.8774,117.695,8.205,48.8932,0,0,0,0.266,1.6687,0.9277,0.1535,0.0044,719,1536.7,410.4,43.3,1,30,0,0,0,0,0,7,6,2,2,1.276,0.1895,0.0572,0.0208,0.0037,1149.9,138.4,36.7,12.3,1.9,1.2309,0.2034,0.0298,0.008,0.0012,1178.8,158.9,25.6,7,0.9,0.4907,0.8899,0.8318,0.4462,0.1829,0.0874,0.0398,0.0233,0.0098,0.0113,0.0072,1021.7,870.1,474.5,204.5,72.6,31.7,15,8.7,3.7,4.4,3.5,2710.3,0,0,0,0,0,142,51,15,6,0,107,68,33,9,,,R,
Wittenberg,U,,2nd-Half,game,0.5546,0,3,84.9529,0,0,0,41.6282,11.2643,21.6128,1.4819,8.2131,0,0,0,0.5113,0.0277,0.0156,0,0,2694.9,10.3,5.1,0,0,0,0,0,0,0,0,1,2,0,0,0.2467,0.0418,0.007,0.0021,0.0004,474.2,32.8,5.2,1.5,0.2,0.2146,0.0351,0.0057,0.0013,0.0001,2157.2,32.3,5.5,1.3,0.1,0.1253,0.1499,0.1457,0.0915,0.0258,0.0093,0.0022,0.0026,0.0017,0.0002,0.0003,2421.6,146.5,81.5,41.7,11.4,4.1,1.1,1.3,0.8,0.1,0.2,2710.2,0,0,0,0,0,26,11,5,0,0,22,10,4,2,,,U,
Wittenberg,G,,2nd-Half,game,2.4445,196.0733,26,408.5866,0,0,0,163.3619,15.9818,95.256,6.7822,36.7363,0,0,0,2.0352,0.1939,0.104,0.0665,0.0449,2576,71.4,33.2,18.7,11.1,59,0,0,0,0,0,15,7,2,2,0.9921,0.1858,0.0548,0.0162,0.0071,1092.8,130.4,31.8,8.5,3.1,0.9472,0.1954,0.0381,0.0065,0.0013,1256.8,150.6,29.5,5.8,1.1,0.4812,0.7215,0.4823,0.353,0.1809,0.1067,0.0552,0.0242,0.0217,0.0064,0.0114,1406.7,714,276.8,157.5,72,38.7,20.2,8.8,7.9,2.7,5.1,2710.3,0,0,0,0,0,106,47,15,5,0,84,47,21,12,,,G,
Wittenberg,S,,2nd-Half,game,2.8656,83.7826,21,533.5772,2,0,0,190.7202,14.9131,111.6634,7.9587,46.3196,0,0,0,2.455,0.2475,0.1155,0.0343,0.0133,2569.1,91.2,37,9.7,3.3,84,2,0,0,0,0,13,6,1,1,1.1203,0.2258,0.0692,0.0191,0.0068,1107.6,160.1,40.5,11,3,1.162,0.1951,0.0566,0.0092,0.0016,1187.6,151.3,39.8,7.6,1.8,0.4968,0.9037,0.627,0.4487,0.1976,0.0878,0.0413,0.0242,0.0157,0.0058,0.0171,1104.6,889.4,357.6,197.1,80.9,36.2,17.9,10.1,6.5,2.6,7.4,2710.4,0,0,0,0,0,115,66,22,6,0,98,70,37,8,,,S,
Wittenberg,A,,2nd-Half,game,0.0968,0,0,14.3061,0,0,0,32.9694,1.6305,3.7737,0.2165,0,0,0,0,0.0968,0,0,0,0,2710.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.0004,0,0,0,935.8,1,0,0,0,0.0415,0,0,0,0,1772.8,0.6,0,0,0,0.0968,0,0,0,0,0,0,0,0,0,0,2710.2,0,0,0,0,0,0,0,0,0,0,2710.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,A,
Wittenberg,I,,2nd-Half,game,2.8728,216.8957,29,420.7639,0,0,0,205.9618,14.8633,111.9444,8.019,41.9311,0,0,0,2.4069,0.1905,0.1522,0.0874,0.0358,2558.6,69.9,48.2,24.7,9,43,0,0,0,0,0,15,12,1,1,1.1419,0.229,0.0635,0.0255,0.0066,1160.1,149.7,35.2,14.2,3.3,1.1099,0.2411,0.0475,0.0067,0.0012,1129.9,174.5,36.4,6,1.1,0.608,0.7031,0.6569,0.3982,0.2387,0.1269,0.0699,0.0349,0.0174,0.0099,0.009,1289.8,667,376.9,181.1,93.9,47.3,26.9,12.6,6.5,4.1,4.3,2710.3,0,0,0,0,0,130,75,20,4,0,104,64,26,15,,,I,
