Session Title,Player Name,Minutes Played,Split Name,Tags,Distance (miles),Sprint Distance (yards),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
Transylvania,M,90,game,game,5.7243,452.5293,44,909.4353,1,0,0,410.1971,16.3795,108.5454,7.7211,40.9539,0,0.5851,2.9539,1.9282,0.25,0.0072,1835.6,2814.3,845.5,71.7,1.6,182,1,0,0,0,0,25,14,3,2,2.2486,0.442,0.1255,0.0354,0.019,2303.7,307.9,78.4,18.2,9.1,2.296,0.4542,0.0864,0.0151,0.0022,2440.8,332.5,62.8,13.2,2.1,1.1237,1.4664,1.4244,0.9087,0.393,0.1899,0.0943,0.0459,0.0327,0.0185,0.0269,2574.1,1449.9,806.4,416.8,161.7,73,37.8,17.9,12.5,7.1,11.5,5568.5,0,0,0,0,0,236,134,34,13,0,181,159,30,34
Transylvania,H,22,game,game,1.7392,63.4163,15,282.3355,0,0,0,181.1132,15.0324,32.9786,2.3184,11.9848,0,1.5183,0.1232,0.0617,0.0254,0.0106,5494.1,45.2,19.6,7.2,2.6,46,0,0,0,0,0,12,2,1,0,0.7352,0.1226,0.0307,0.0125,0.0049,2519.7,94.9,18.6,6.4,2.1,0.6734,0.127,0.0289,0.0036,0.0004,2797.7,101.4,23.2,4.3,0.4,0.4163,0.4274,0.4286,0.2402,0.1124,0.0486,0.028,0.016,0.0107,0.0061,0.0048,4707,413.5,246.5,109.5,46.5,20.2,10.7,6.1,4.1,2.6,2,5568.5,0,0,0,0,0,65,45,10,3,0,57,39,15,7
Transylvania,L,90,game,game,5.7931,132.4679,33,999.8345,1,0,0,427.6033,15.609,109.849,7.8255,45.7763,0,5.3014,0.2939,0.1225,0.0487,0.0266,5400.5,108.6,39.2,13.7,6.6,130,1,0,0,0,0,25,7,1,0,2.3709,0.5117,0.1149,0.0317,0.004,2356.7,374.9,73.2,18.1,2.1,2.1773,0.4606,0.1022,0.0176,0.0021,2257,380.2,86.5,17.7,2.2,1.0205,1.7258,1.6787,0.7724,0.285,0.1341,0.0739,0.0454,0.0285,0.0134,0.0153,2319.9,1648.8,970.1,366.7,127.7,58.4,32.4,19.2,12.1,5.8,7.5,5568.4,0,0,0,0,0,318,169,53,13,0,290,158,56,13
Transylvania,G,54,game,game,3.8451,348.995,56,655.2562,0,0,0,274.5688,15.44,72.9113,5.294,29.0683,0,3.0221,0.3548,0.2699,0.1296,0.0686,5299,130.1,85.8,36.5,17.2,76,0,0,0,0,0,32,16,4,4,1.535,0.3166,0.0905,0.0333,0.0056,1978.3,210.5,49.9,16.9,2.7,1.4237,0.3553,0.072,0.0113,0.002,2992.4,254.5,51.7,9.9,1.8,0.609,1.0501,0.7835,0.5916,0.3912,0.1954,0.1053,0.0502,0.0342,0.0146,0.0199,3530.5,1018.4,450.8,264.9,148.5,70,39.1,18.7,12.8,6.1,8.8,5568.5,0,0,0,0,0,140,107,25,8,0,143,69,42,11
Transylvania,E,8,game,game,0.6427,12.4682,4,128.8429,0,0,0,52.8943,11.7316,12.1865,0.8722,5.0372,0,0.0776,0.3394,0.2186,0.0071,0,5170.9,300.3,95.2,2.2,0,41,0,0,0,0,0,4,0,0,0,0.2495,0.0656,0.0152,0.0024,0.0001,355,47,10.4,1.8,0.1,0.243,0.0542,0.0115,0.0012,0,5093.5,48.6,11,1.2,0,0.1178,0.1722,0.1647,0.1164,0.0443,0.0153,0.0058,0.0042,0.0011,0.0007,0.0003,5225.4,160,96.3,54.3,19.9,7.1,2.6,1.9,0.6,0.3,0.2,5568.4,0,0,0,0,0,39,23,4,1,0,32,22,5,1
Transylvania,N,14,game,game,1.1487,75.1977,9,238.0239,0,0,0,104.8382,13.899,32.3562,2.3302,12.299,0,0.9221,0.1271,0.0568,0.0342,0.0086,3672.5,46.8,18,9.6,2.2,44,0,0,0,0,0,5,2,1,1,0.4898,0.0861,0.0193,0.0077,0.004,1143.5,55.7,11,4,1.9,0.4229,0.0903,0.0237,0.0048,0.0001,2445.6,67.4,16.5,3.4,0.1,0.2213,0.2634,0.2527,0.2012,0.1062,0.0443,0.0254,0.0157,0.0066,0.0041,0.0078,3186.4,250.3,143.5,87.3,41,16.3,10.1,6.6,2.7,1.6,3.3,3749.1,0,0,0,0,0,49,28,13,1,0,47,23,8,5
Transylvania,K,90,all,game,5.9395,220.6938,45,1075.8192,0,0,0,426.415,15.3505,91.8725,6.4641,35.632,0,5.2869,0.3406,0.1865,0.1056,0.0198,6607.4,125.6,59.4,29.6,5,91,0,0,0,0,0,27,16,2,0,2.4942,0.4374,0.1098,0.0346,0.0051,2984.1,306.3,66.8,18,2.3,2.2983,0.4537,0.0938,0.0121,0.0005,3028.9,336,72.3,11.7,0.6,1.2184,1.6929,1.4995,0.78,0.3815,0.172,0.0916,0.0539,0.0248,0.0113,0.0137,3649.5,1641.6,861.9,363.6,157.8,71.4,38.1,22.6,9.9,4.8,5.8,6827,0,0,0,0,0,266,164,43,4,0,262,133,56,10
Transylvania,C,90,all,game,7.0865,104.5272,36,1250.1799,1,0,0,574.2372,14.2271,110.9623,7.8352,50.3129,0,6.2796,0.5506,0.1968,0.0516,0.0078,6460.5,203.4,63,14.7,2,576,1,0,0,0,0,21,13,2,0,2.8367,0.5586,0.1289,0.0332,0.0088,2700.4,378.6,78.7,19,4.7,2.8662,0.5574,0.0845,0.0115,0.0008,3074.7,406.9,68.7,11.2,0.7,0.8413,2.0682,2.073,1.2598,0.4926,0.1955,0.077,0.039,0.0196,0.01,0.0104,2708.6,1916.6,1177,580.1,211,83.1,33.4,16.4,8.3,4.5,4.6,6743.6,0,0,0,0,0,385,193,45,5,0,345,163,56,19
Transylvania,X,0,all,game,0.2927,0,0,51.2929,0,0,0,99.5706,3.2759,4.5704,0.2679,0.0266,0,0.2181,0.0745,0,0,0,6662.5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1534,0.0039,0.0002,0,0,2678.6,9.5,0.4,0,0,0.1335,0.0016,0,0,0,4062.8,9.9,0.3,0,0,0.2695,0.0231,0,0,0,0,0,0,0,0,0,6733.7,27.8,0,0,0,0,0,0,0,0,0,6761.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transylvania,V,90,all,game,6.447,145.016,38,1145.8713,0,0,0,518.0243,14.6794,100.1335,7.0169,42.8861,0,5.8796,0.3283,0.1568,0.0646,0.0178,6605.1,120.8,50,18.3,4.5,283,0,0,0,0,0,26,9,2,1,2.7345,0.4968,0.0915,0.0248,0.0071,2734.1,369.9,58.6,14.2,3.7,2.5377,0.4474,0.0878,0.0171,0.0025,3158.7,370.7,70.8,15.7,2.3,1.144,2.0363,1.8557,0.8037,0.3202,0.1337,0.0608,0.0418,0.0187,0.0151,0.0171,3191.3,1885.2,1083.8,379.8,134.5,57.3,26.1,17.2,7.9,6.9,8.7,6798.8,0,0,0,0,0,351,152,43,14,0,320,156,40,20
Transylvania,P,90,all,game,5.6342,244.5465,42,1001.218,1,0,0,358.3957,16.0763,87.6251,6.0485,30.5028,0,4.989,0.3524,0.1539,0.0845,0.0545,6574,129.8,49.2,23.7,13.5,123,1,0,0,0,0,27,12,2,1,2.4202,0.3272,0.0954,0.0348,0.013,2755.8,233.6,53.6,18.4,6,2.3021,0.3507,0.0713,0.0169,0.0027,3395.1,255.8,54.3,15.3,2.3,1.4639,1.7199,1.1138,0.6811,0.3023,0.172,0.0722,0.0512,0.0263,0.0145,0.0171,3856.8,1719.2,641.6,310,123.6,66.1,28.5,19.6,10.8,6.3,7.7,6790.3,0,0,0,0,0,204,99,42,9,0,183,93,46,24
Transylvania,F,90,all,game,3.4034,0,1,608.8164,3,0,0,225.5836,11.0009,53.2446,3.4467,12.7906,0,3.3955,0.0051,0.0028,0,0,6746.7,1.9,0.9,0,0,24,0,0,0,0,0,1,0,0,0,1.6596,0.1328,0.0235,0.009,0.0045,3050.4,150.9,18.8,6.3,2.5,1.4166,0.1304,0.0206,0.005,0.0013,3305.9,184.1,24,5.3,1.3,1.6928,1.1861,0.3952,0.084,0.0241,0.0079,0.0039,0.0025,0.0028,0.0016,0.0025,5195.6,1225.4,251.6,49.4,14.4,4.9,2.4,1.6,1.8,0.9,1.5,6749.6,0,0,0,0,0,146,48,12,6,0,125,35,19,9
Transylvania,B,17,all,game,1.6595,235.9289,12,287.5465,0,0,0,136.5353,15.0224,25.951,1.7997,8.6157,0,0.3111,0.8201,0.3943,0.1336,0.0004,5749.5,794.7,171.3,37.2,0.1,24,0,0,0,0,0,6,3,1,2,0.6917,0.1137,0.0274,0.0117,0.0043,1516.4,90.7,16.9,6.4,2.1,0.6794,0.1068,0.0201,0.0038,0.0006,5003.4,96,16.9,3.5,0.5,0.4963,0.3845,0.3235,0.1943,0.1126,0.084,0.0312,0.0158,0.0074,0.0046,0.0053,6005.7,374,189.2,89,43.3,27.5,11.3,5.6,2.9,1.9,2.4,6752.8,0,0,0,0,0,62,37,8,5,0,42,28,10,10
Transylvania,S,90,all,game,6.3565,295.9429,41,1171.6744,1,0,0,448.7044,16.5485,98.6547,6.9619,40.483,0,5.5372,0.4562,0.1949,0.0878,0.0804,6529.8,167.9,62.3,24.6,19,279,1,0,0,0,0,26,11,2,2,2.432,0.4868,0.1588,0.0407,0.0104,2685.9,341.7,92.6,21.8,5.3,2.6437,0.4845,0.0865,0.0116,0.0015,3222,353.4,67.6,11.5,1.8,1.143,1.949,1.4939,0.9065,0.4071,0.2148,0.1215,0.0633,0.0313,0.0133,0.0127,3278.9,1907.1,856.7,411.8,171.9,84.7,45.5,24.2,12.1,5.2,5.5,6803.6,0,0,0,0,0,285,153,37,10,0,230,156,60,25
Transylvania,Z,0,all,game,0.3367,0,0,46.1714,0,0,0,69.3353,4.4739,5.2921,0.3142,0.1057,0,0.3367,0,0,0,0,6719.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.175,0.0051,0.001,0.0003,0,1756.9,10.6,1.4,0.3,0,0.1529,0.0023,0.0002,0,0,4938.6,11,0.5,0,0,0.3082,0.028,0.0003,0.0001,0,0,0,0,0,0,0,6685.5,33.4,0.3,0.1,0,0,0,0,0,0,0,6719.3,0,0,0,0,0,2,0,0,0,0,1,0,1,0
Transylvania,I,15,all,game,1.3906,113.5976,12,199.7537,0,0,0,105.2241,15.1715,21.911,1.5396,6.956,0,1.1602,0.0909,0.075,0.0415,0.0231,6627.5,33.5,23.7,11.6,5.8,19,0,0,0,0,0,6,3,2,1,0.5798,0.1026,0.0267,0.0087,0.0032,901,75.1,15.3,4.7,1.6,0.5363,0.108,0.0222,0.0031,0,5596.1,87.9,17,3.4,0,0.4345,0.3009,0.2497,0.1681,0.1075,0.068,0.0315,0.0196,0.0066,0.003,0.0011,6100.8,289.3,146.7,75.6,40.3,24.7,12.4,7.4,3,1.3,0.6,6702.1,0,0,0,0,0,49,32,9,1,0,45,24,6,9
Transylvania,J,22,all,game,1.9413,75.9436,14,368.3373,2,0,0,141.5392,14.6595,29.5312,2.0275,11.7621,0,1.7211,0.1246,0.0525,0.0316,0.0115,6867.4,45.9,16.8,8.8,2.9,21,2,0,0,0,0,10,3,1,0,0.8061,0.1288,0.0348,0.0095,0.0022,1512.4,100.2,21.9,5.1,1.2,0.8128,0.1205,0.0203,0.0049,0.0013,5184.3,94.9,15.9,4.5,1.4,0.442,0.7539,0.2985,0.2275,0.106,0.0557,0.0199,0.0173,0.0104,0.0054,0.0048,5834.8,747,170.9,101,43.3,21.2,8,6.8,3.9,2.3,2.6,0,0,0,0,0,0,62,31,8,8,0,61,40,14,5
Transylvania,O,35,all,game,2.9272,306.7499,28,433.4694,1,0,0,222.995,14.5452,45.1582,3.2714,16.6645,18,0.3751,1.3622,1.0156,0.1743,0,5074.5,1288.5,429.6,51.9,0,29,1,0,0,0,0,13,7,5,3,1.171,0.2539,0.0704,0.0189,0.0083,2060.3,185.7,40.4,10.9,4.2,1.0885,0.2378,0.0657,0.011,0.0017,4295.8,183.1,51.6,10.8,1.7,0.5965,0.7128,0.5921,0.4972,0.274,0.121,0.0637,0.0351,0.0189,0.0074,0.0085,5369.6,705.4,337.2,218.2,107.5,48.2,26.9,15,8.6,3.8,4.1,6844.5,0,0,0,0,0,113,91,32,10,0,129,71,32,13
Transylvania,Q,82,all,game,6.369,25.024,23,1338.3342,1,0,0,471.9939,12.9843,99.9509,6.9348,42.296,0,5.8432,0.4079,0.1037,0.0142,0,6540.6,151,33.3,4.1,0,170,1,0,0,0,0,11,10,2,0,2.6196,0.4393,0.1103,0.0348,0.0079,2662,321.6,70.7,19.5,4.1,2.6332,0.4495,0.0668,0.0072,0.0004,3224.3,362.5,57.3,6.6,0.4,0.9559,1.7053,2.0757,1.1054,0.349,0.1029,0.0425,0.0157,0.0072,0.005,0.0041,3150.8,1648.7,1175.1,517.6,154,47.3,19.9,7.8,3.6,2.2,2,6729,0,0,0,0,0,340,138,26,3,0,268,152,53,19
Transylvania,M,90,all,game,5.9695,452.5293,44,943.0998,1,0,0,429.8065,16.3795,93.5144,6.6144,34.529,0,0.6491,3.1269,1.9365,0.25,0.0072,2802.8,3015.2,849.7,71.7,1.6,192,1,0,0,0,0,25,14,3,2,2.3686,0.4482,0.1256,0.0354,0.019,2586.1,315.6,78.5,18.2,9.1,2.4097,0.459,0.0868,0.0151,0.0022,3316.9,338.1,63.2,13.2,2.1,1.2614,1.5481,1.4437,0.914,0.3932,0.1908,0.0943,0.0459,0.0327,0.0185,0.0269,3644.4,1536.8,817.8,419.9,161.8,73.5,37.8,17.9,12.5,7.1,11.5,6741.1,0,0,0,0,0,240,135,34,13,0,187,160,30,34
Transylvania,H,22,all,game,1.987,63.4163,15,316.9541,0,0,0,207.7192,15.0324,31.016,2.1424,10.3502,0,1.7661,0.1232,0.0617,0.0254,0.0106,6690.5,45.2,19.6,7.2,2.6,46,0,0,0,0,0,12,2,1,0,0.8618,0.1269,0.0308,0.0125,0.0049,3073.9,102.5,18.8,6.4,2.1,0.7869,0.1299,0.0292,0.0036,0.0004,3425.1,107.9,23.7,4.3,0.4,0.5791,0.5032,0.4366,0.2411,0.1127,0.0486,0.028,0.016,0.0107,0.0061,0.0048,5815.3,495.5,251.8,110.1,46.7,20.2,10.7,6.1,4.1,2.6,2,6765.3,0,0,0,0,0,66,47,10,3,0,59,39,15,7
Transylvania,L,90,all,game,6.0797,132.4679,33,1043.4014,1,0,0,454.1328,15.609,94.9444,6.7253,39.1118,0,5.588,0.2939,0.1225,0.0487,0.0266,6593.8,108.6,39.2,13.7,6.6,132,1,0,0,0,0,25,7,1,0,2.5084,0.521,0.1159,0.0317,0.004,2711.9,387.8,73.9,18.1,2.1,2.309,0.4672,0.1029,0.0176,0.0021,3070.5,390.4,87.3,17.7,2.2,1.1465,1.834,1.7226,0.7787,0.2862,0.135,0.074,0.0454,0.0285,0.0134,0.0153,3375.9,1754.7,996.6,370.2,128.4,59,32.5,19.2,12.1,5.8,7.5,6762.1,0,0,0,0,0,326,171,53,13,0,298,160,56,13
Transylvania,G,54,all,game,4.0262,348.995,56,680.7898,0,0,0,295.624,15.44,62.9601,4.5355,24.4669,0,3.2032,0.3548,0.2699,0.1296,0.0686,6483.6,130.1,85.8,36.5,17.2,76,0,0,0,0,0,32,16,4,4,1.6226,0.3195,0.0909,0.0334,0.0056,2428.9,217,50.4,17.1,2.7,1.5125,0.3563,0.0722,0.0113,0.002,3715,258,52.4,9.9,1.8,0.7312,1.1088,0.7837,0.5916,0.3912,0.1954,0.1053,0.0502,0.0342,0.0146,0.0199,4653.7,1079.5,451.1,264.9,148.5,70,39.1,18.7,12.8,6.1,8.8,6753.3,0,0,0,0,0,140,107,25,8,0,143,69,42,11
Transylvania,E,8,all,game,0.7483,12.4682,4,146.4549,0,0,0,63.6207,11.7316,11.7747,0.8226,4.1797,0,0.1591,0.3635,0.2186,0.0071,0,6278.4,335.2,95.2,2.2,0,41,0,0,0,0,0,4,0,0,0,0.3048,0.0673,0.0152,0.0024,0.0001,586,51,10.4,1.8,0.1,0.2912,0.0546,0.0115,0.0012,0,5998.4,51.1,11,1.2,0,0.2214,0.1743,0.1647,0.1164,0.0443,0.0153,0.0058,0.0042,0.0011,0.0007,0.0003,6365.1,162.7,96.3,54.3,19.9,7.1,2.6,1.9,0.6,0.3,0.2,6711,0,0,0,0,0,39,23,4,1,0,32,22,5,1
Transylvania,N,14,all,game,1.2426,75.1977,9,254.1416,0,0,0,114.249,13.899,28.1759,2.0028,9.9094,0,1.016,0.1271,0.0568,0.0342,0.0086,4580.6,46.8,18,9.6,2.2,44,0,0,0,0,0,5,2,1,1,0.5375,0.0873,0.0194,0.0077,0.004,1357,58.4,11.1,4,1.9,0.4671,0.0909,0.0237,0.0048,0.0001,3134.6,70.2,16.5,3.4,0.1,0.3127,0.2659,0.2527,0.2012,0.1062,0.0443,0.0254,0.0157,0.0066,0.0041,0.0078,4091.2,253.6,143.5,87.3,41,16.3,10.1,6.6,2.7,1.6,3.3,4657.2,0,0,0,0,0,49,28,13,1,0,47,23,8,5
Transylvania,Dalimonte,,2nd.half,game,2.7795,124.4681,23,501.049,0,0,0,191.119,14.2867,105.2417,7.3689,39.7964,0,2.4232,0.1815,0.1041,0.0637,0.007,2669.5,66.9,33.1,17.9,1.8,44,0,0,0,0,0,14,8,1,0,1.19,0.1857,0.0493,0.0174,0.0021,1242.8,128,30.6,9.4,1,1.0772,0.2102,0.0423,0.005,0.0003,1188,152,32.1,5,0.3,0.6066,0.7707,0.6584,0.373,0.1923,0.0873,0.0433,0.0245,0.0116,0.0061,0.0058,1342.6,747,379.9,170.5,76.6,35.6,17.3,10.1,4.7,2.6,2.3,2789.1,0,0,0,0,0,114,76,21,2,0,108,58,29,5
Transylvania,Keller,,2nd.half,game,3.3682,55.9753,20,595.0027,1,0,0,264.6064,13.4516,127.53,9.0158,57.5362,0,2.9265,0.3059,0.104,0.0295,0.0023,2634,112.9,33.3,8.4,0.6,267,1,0,0,0,0,13,6,1,0,1.3465,0.2707,0.0564,0.0162,0.0056,1158.5,180.6,34.7,9.5,2.9,1.3612,0.2642,0.0406,0.0064,0.0005,1171.2,192.8,32.3,6.3,0.4,0.3936,1.0015,0.9286,0.6185,0.2461,0.1006,0.0399,0.02,0.0088,0.0059,0.0047,865.3,935.5,530,277.7,103.7,42.1,17.8,8.4,3.7,2.7,2.3,2789.1,0,0,0,0,0,167,88,24,2,0,149,76,26,11
Transylvania,Noga,,2nd.half,game,0.0843,0,0,14.8295,0,0,0,39.7033,3.2411,3.1919,0.1877,0.0143,0,0.0751,0.0092,0,0,0,2776.3,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438,0.0021,0.0001,0,0,1068.3,5.4,0.2,0,0,0.0374,0.0009,0,0,0,1707.9,7.1,0.3,0,0,0.0817,0.0026,0,0,0,0,0,0,0,0,0,2785.8,3.4,0,0,0,0,0,0,0,0,0,2789.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transylvania,Harding,,2nd.half,game,3.0773,76.2695,18,546.1878,0,0,0,241.1352,14.585,116.5164,8.1526,50.147,0,2.8067,0.1644,0.0629,0.0347,0.0087,2696.5,60.7,20,9.8,2.2,143,0,0,0,0,0,12,6,0,0,1.3087,0.2359,0.0444,0.0093,0.0028,1198.3,168.6,28.3,5.1,1.6,1.2143,0.2101,0.0431,0.0084,0.0004,1176.1,170.1,33.2,7.5,0.4,0.5138,0.953,0.9228,0.4016,0.147,0.0655,0.0264,0.0226,0.0084,0.0084,0.0079,1056.5,890.2,531.8,188.8,62.1,27.8,11.6,9.3,3.5,3.7,3.9,2789.1,0,0,0,0,0,157,74,20,4,0,150,71,16,8
Transylvania,Davis,,2nd.half,game,2.6596,133.5418,20,474.3845,0,0,0,166.527,15.1318,100.7021,6.9767,33.9452,0,2.2944,0.2014,0.0879,0.0446,0.0312,2666.6,74.1,28.2,12.5,7.8,66,0,0,0,0,0,11,7,1,1,1.1182,0.1558,0.0488,0.0204,0.0046,1239.9,106.2,27,10.7,2.1,1.1039,0.1607,0.0355,0.0104,0.0012,1254.8,111.4,26.9,9.2,1,0.7038,0.764,0.499,0.3464,0.1603,0.0893,0.0406,0.0295,0.0113,0.0077,0.0078,1445.8,764.9,288.1,153.9,63.4,33.9,15.6,11.1,5.3,3.4,3.8,2789.1,0,0,0,0,0,87,44,26,4,0,80,37,30,10
Transylvania,Hague,,2nd.half,game,1.5405,0,0,277.4731,1,0,0,100.9706,8.6496,58.3294,3.8013,13.6061,0,1.5392,0.0013,0,0,0,2788.7,0.5,0,0,0,12,0,0,0,0,0,0,0,0,0,0.7468,0.0645,0.0129,0.0043,0.0036,1346.5,73.3,10.7,3.1,1.9,0.6288,0.0667,0.0093,0.0028,0.0007,1243.9,95.4,11,2.7,0.7,0.7912,0.5117,0.1761,0.0411,0.0121,0.003,0.0009,0.0009,0.0018,0.0004,0.0015,2108.2,530.6,113.3,24.4,7.2,1.8,0.8,0.6,1.1,0.3,0.9,2789.1,0,0,0,0,0,74,24,5,4,0,58,19,9,7
Transylvania,Sierens,,2nd.half,game,1.4367,235.9289,12,254.3244,0,0,0,105.3716,15.0224,54.3987,3.8538,20.8096,0,0.1626,0.7458,0.3943,0.1336,0.0004,1888.9,691.6,171.3,37.2,0.1,24,0,0,0,0,0,6,3,1,2,0.5773,0.1085,0.0272,0.0117,0.0043,838.5,78.6,16.6,6.4,2.1,0.5785,0.1048,0.0201,0.0038,0.0006,1742.1,84.2,16.6,3.5,0.5,0.2864,0.3716,0.3235,0.1943,0.1126,0.084,0.0312,0.0158,0.0074,0.0046,0.0053,2057.6,358.4,189.2,89,43.3,27.5,11.3,5.6,2.9,1.9,2.4,2789.1,0,0,0,0,0,61,37,8,5,0,42,28,10,10
Transylvania,Reiser,,2nd.half,game,3.0463,141.5033,23,564.0575,1,0,0,209.8138,16.4242,115.3423,8.1753,47.2429,0,2.6229,0.2273,0.1157,0.0478,0.0326,2647.7,83.5,36.9,13.4,7.7,141,1,0,0,0,0,15,6,0,2,1.1539,0.239,0.0831,0.0191,0.0042,1114.7,165.2,48.1,10.5,2.2,1.2661,0.2295,0.0458,0.005,0.0007,1239.9,168.4,34.6,4.7,0.9,0.5044,0.9026,0.7398,0.4591,0.2164,0.1072,0.0582,0.0311,0.0136,0.0057,0.0082,1092.1,891.4,421.7,207.6,88.9,42.6,21.9,12,5.2,2.4,3.4,2789.1,0,0,0,0,0,130,76,16,4,0,107,74,34,8
Transylvania,Stewart,,2nd.half,game,0.1053,0,0,14.4835,0,0,0,23.7193,3.8575,3.9857,0.2375,0.1972,0,0.1053,0,0,0,0,2789.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563,0.002,0.0003,0,0,640.6,3.8,0.4,0,0,0.0459,0.0008,0,0,0,2140.2,4.1,0,0,0,0.0926,0.0127,0,0,0,0,0,0,0,0,0,2774.7,14.4,0,0,0,0,0,0,0,0,0,2789.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Transylvania,Heyes,,2nd.half,game,1.1473,113.5976,12,169.579,0,0,0,80.5778,15.1715,43.4394,3.1406,15.9723,0,0.9169,0.0909,0.075,0.0415,0.0231,2714.6,33.5,23.7,11.6,5.8,15,0,0,0,0,0,6,3,2,1,0.4578,0.0966,0.0266,0.0087,0.0032,494.3,62.3,15,4.7,1.6,0.4244,0.1047,0.0222,0.0031,0,2113.4,78,16.5,3.4,0,0.2462,0.2769,0.2257,0.1619,0.107,0.0676,0.0315,0.0196,0.0066,0.003,0.0011,2231.7,261.7,133.9,72.6,40.1,24.5,12.4,7.4,3,1.3,0.6,2789.1,0,0,0,0,0,48,32,9,1,0,44,24,6,9
