Session Title,Player Name,Minutes Played,Split Name,Distance (miles),Player Name,Sprint Distance (yards),Player Name,Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Player Name,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,,,Player Name
Wooster,C,,1st.half,3.3052,C,40.6353,C,18,591.5694,4,0,0,273.4723,C,13.8592,121.8235,8.7276,54.8958,0,5.3408,5.2519,2.965,0.2338,0.0832,0.0211,0.002,2745.3,86.3,26.6,6,0.5,259,4,0,0,0,0,14,3,1,0,1.3668,0.2549,0.0671,0.019,0.005,1214.2,178.8,39.4,10.4,3,1.2619,0.2608,0.0594,0.0088,0.0015,1166.2,196.5,47,7.7,1.5,0.3903,0.983,0.9997,0.5392,0.2179,0.081,0.0395,0.0232,0.0151,0.0058,0.0105,957.7,914.1,569.6,248.4,95.3,37.2,17.8,10.2,6.8,2.6,5,2864.6,0,0,0,0,0,176,95,29,6,0,173,82,31,14,,,Keller
Wooster,I,,1st.half,2.0535,I,184.737,I,19,300.758,0,0,0,149.7312,I,15.0622,75.6884,5.4232,28.9489,0,6,4.5172,1.7016,0.1493,0.0977,0.0559,0.0491,2750.9,54.8,31.1,15.6,12.3,42,0,0,0,0,0,10,5,2,2,0.8296,0.171,0.0343,0.0114,0.0078,847.4,111.6,19.7,6.3,3.2,0.7921,0.1632,0.039,0.005,0.0001,1719.5,121.5,30.8,4.6,0.1,0.3756,0.4791,0.5096,0.3149,0.1641,0.1137,0.0467,0.0293,0.0121,0.0043,0.004,1828.8,457.2,292,142.8,66.1,40.4,18,11.2,4.3,2.1,1.8,2864.7,0,0,0,0,0,89,57,17,4,0,98,39,19,9,,,Heyes
Wooster,E,,1st.half,0.0181,E,0,E,0,2.9387,0,0,0,4.9925,E,1.6454,0.6686,0.0387,0,0,0,0,0.0181,0,0,0,0,2864.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0.0001,0,0,0,142.1,0.4,0,0,0,0.0072,0,0,0,0,2721.8,0.4,0,0,0,0.0181,0,0,0,0,0,0,0,0,0,0,2864.7,0,0,0,0,0,0,0,0,0,0,2864.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Wood
Wooster,L,,1st.half,2.8708,L,95.0194,L,18,494.9764,0,0,0,207.5458,L,16.1757,105.8132,7.5305,42.8058,0,5.2534,4.7186,2.5842,0.1545,0.0781,0.0358,0.0182,2768.5,57,24.9,10,4.4,43,0,0,0,0,0,13,1,3,1,1.1867,0.2449,0.0586,0.0138,0.0047,1230.1,180.5,37.4,8.1,2.5,1.0818,0.2203,0.0504,0.0081,0.0015,1164.4,188.1,44,8.1,1.6,0.5528,0.8474,0.7515,0.3867,0.1702,0.0764,0.0397,0.0178,0.013,0.0069,0.0084,1287.2,818.6,435.3,182,73.2,32.2,16.4,7.6,5.6,2.8,3.9,2864.7,0,0,0,0,0,155,87,27,7,0,143,76,25,11,,,Nielsen
Wooster,P,,1st.half,1.6486,P,116.6259,P,13,298.535,1,0,0,109.4461,P,16.126,60.765,4.2748,23.7791,0,6,5.0263,1.4174,0.1079,0.057,0.0484,0.0178,2789.1,39.7,18.1,13.5,4.3,29,1,0,0,0,0,8,2,2,1,0.7014,0.0968,0.0285,0.0153,0.0078,778.4,72.1,17.3,7.9,3.3,0.6498,0.1231,0.021,0.0035,0.0013,1871,94.1,15.9,3.6,1.1,0.296,0.5065,0.3746,0.2316,0.1189,0.049,0.0343,0.0149,0.011,0.0044,0.0073,1947.2,507.9,211.9,106.3,45.6,18.9,12.5,5.5,4,1.9,3,2864.7,0,0,0,0,0,59,31,9,6,0,51,24,14,10,,,Davis
Wooster,B ,,1st.half,0.0725,B ,0,B ,0,10.7954,0,0,0,22.6086,B ,3.0224,2.6714,0.1593,0.0035,0,0,0,0.0684,0.0041,0,0,0,2859.1,5.6,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0394,0.0034,0.0002,0,0,555.2,8.7,0.3,0,0,0.028,0.0015,0,0,0,2291,9.4,0.1,0,0,0.0714,0.001,0,0,0,0,0,0,0,0,0,2863.3,1.4,0,0,0,0,0,0,0,0,0,2864.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Sierens
Wooster,N,,1st.half,0.0328,N,0,N,0,5.4486,0,0,0,13.2113,N,2.4259,1.2097,0.0698,0,0,0,0,0.0328,0,0,0,0,2864.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189,0.0005,0,0,0,383.4,1.5,0,0,0,0.0132,0.0002,0,0,0,2478,1.9,0,0,0,0.0327,0.0001,0,0,0,0,0,0,0,0,0,2864.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Wecht
Wooster,A,,1st.half,0.084,A,0,A,0,12.2236,0,0,0,48.4784,A,1.884,3.0944,0.175,0,0,0,0,0.0836,0.0004,0,0,0,2864.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.0003,0,0,0,1374.1,0.8,0,0,0,0.0374,0.0002,0,0,0,1488.8,1.1,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,2864.8,0,0,0,0,0,0,0,0,0,0,2864.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Rahman
Wooster,S,,1st.half,3.1135,S,401.2499,S,29,590.7004,0,0,0,214.5534,S,16.9114,114.7576,8.3357,46.8042,0,6,5.2889,2.5265,0.2241,0.1349,0.1299,0.0981,2679.5,82.4,42.9,36.1,23.8,128,0,0,0,0,0,15,9,2,3,1.1617,0.272,0.0846,0.024,0.0074,1160.1,178.4,46.9,11.6,3.3,1.2405,0.2473,0.0627,0.0113,0.0019,1243.6,168.2,42.9,8,1.7,0.4908,0.8852,0.7251,0.403,0.2428,0.15,0.0935,0.052,0.0279,0.0176,0.0256,1185.3,854.7,417.2,184.5,94,51.7,31.7,18.7,10,6.5,10.4,2864.9,0,0,0,0,0,122,81,24,9,0,127,80,24,15,,,Reiser
Wooster,K ,,1st.half,2.6564,K ,107.7982,K ,18,483.3699,0,0,0,183.9107,K ,16.295,97.91,6.9213,37.2103,0,5.5408,4.796,2.3801,0.1572,0.0578,0.0318,0.0295,2772.4,57.9,18.5,8.9,7.1,30,0,0,0,0,0,14,3,1,0,1.1334,0.2082,0.0422,0.0115,0.0046,1299.5,146.2,25.7,5.3,2.3,0.9931,0.212,0.0425,0.008,0.0009,1180.4,163.4,34,6.9,1.1,0.5688,0.7791,0.6529,0.3414,0.1492,0.0654,0.0387,0.0291,0.0162,0.0045,0.0109,1431.9,764.2,377.1,159.9,64.7,27,16.1,11.1,6.7,1.8,4.3,2864.7,0,0,0,0,0,118,64,24,5,0,135,56,10,12,,,Dalimonte
Wooster,J,,1st.half,1.6495,J,100.6646,J,16,327.2088,0,0,0,123.2549,J,14.6744,60.7989,4.3643,26.6266,0,4.9734,5.1334,1.4016,0.1166,0.0741,0.0406,0.0166,2783,42.6,23.6,11.4,4.2,39,0,0,0,0,0,8,6,1,1,0.6556,0.147,0.0384,0.0105,0.0024,979.4,102,23.4,5.9,1,0.6281,0.128,0.0329,0.0061,0.0006,1625.7,99.7,22.5,4.5,0.7,0.2657,0.5943,0.317,0.2124,0.118,0.0678,0.0296,0.018,0.0123,0.005,0.0095,1910,573.7,183.5,95.4,45.6,25.9,11.8,7.2,5.6,2,4.1,0,0,0,0,0,0,69,41,16,3,0,54,43,15,6,,,Connell
Wooster,F ,,1st.half,1.4251,F ,1.273,F ,0,251.1476,3,0,0,90.0161,F ,10.5932,52.5274,3.3498,9.6097,0,5.5023,3.9248,1.4187,0.0048,0.0009,0.0007,0,2862.5,1.8,0.3,0.2,0,7,2,0,0,0,0,0,0,0,0,0.7196,0.0414,0.0079,0.005,0.0025,1400.2,51.6,6.9,3.3,1.2,0.5943,0.0453,0.0073,0.0016,0,1319.7,71.8,8.2,1.9,0,0.833,0.4455,0.0986,0.0291,0.0097,0.0048,0.0012,0.0007,0.0008,0.0006,0.001,2295.4,478.4,63.9,16.3,6,2.5,0.8,0.3,0.4,0.3,0.5,2864.7,0,0,0,0,0,48,16,4,0,0,35,12,7,5,,,Hague
Wooster,G ,,1st.half,1.2239,G ,219.6614,G ,12,205.7916,0,0,0,99.1103,G ,16.0266,45.1122,3.2319,15.9906,0,4.2142,4.8274,0.9302,0.1079,0.061,0.0661,0.0587,2773.2,39.5,19.3,18.4,14.4,24,0,0,0,0,0,4,6,1,1,0.5146,0.1061,0.0215,0.0053,0.0002,1148.9,68.1,12,2.9,0.1,0.4579,0.0891,0.0242,0.0043,0.0008,1549.8,62.1,16.4,3.9,0.6,0.2523,0.3045,0.2191,0.1657,0.106,0.079,0.04,0.0252,0.0166,0.0058,0.0098,2270.6,301.7,123.2,70.8,39.5,25.3,12.9,9,5.5,2.1,4.2,2864.7,0,0,0,0,0,29,22,10,3,0,51,18,9,1,,,Flynn
Wooster,Q,,1st.half,3.1506,Q,36.5813,Q,20,666.9975,1,0,0,229.9064,Q,13.034,116.1263,8.118,49.4659,0,6,4.6134,2.8006,0.215,0.1143,0.0208,0,2743.2,79.2,36.4,6,0,77,1,0,0,0,0,11,8,1,0,1.2888,0.2308,0.051,0.0194,0.0039,1207.3,159.7,33.2,10.5,2,1.2831,0.2305,0.039,0.004,0.0001,1230.9,183.2,33.3,4.6,0.1,0.4563,0.9324,0.8813,0.5217,0.2227,0.0747,0.0373,0.0134,0.0075,0.0014,0.0017,1054.6,914.2,502.2,242.2,91.8,31.9,17,5.9,3.5,0.8,0.7,2864.7,0,0,0,0,0,151,72,17,1,0,139,71,28,8,,,Reap
Wooster,U,,1st.half,1.5271,U,185.8667,U,17,251.761,1,0,0,103.8353,U,15.947,56.2859,4.1569,22.1935,0,6,4.9963,1.2399,0.1074,0.0741,0.054,0.0517,2773.8,39.4,23.7,15.1,12.8,49,1,0,0,0,0,11,4,1,1,0.5773,0.1156,0.047,0.018,0.0066,747.8,77,25,9.5,2.9,0.5856,0.1341,0.0319,0.0086,0.0023,1883.1,90,21,6.5,2,0.2707,0.4809,0.2634,0.1978,0.1189,0.0851,0.0357,0.0248,0.0157,0.014,0.02,2025.8,482.3,149.6,89.8,47.8,29.4,12.3,9,5.6,5,8.2,2863.4,0,0,0,0,0,53,42,11,8,0,53,34,21,11,,,Garrard
Wooster,H,,1st.half,1.7414,H,95.33,H,12,284.6033,0,0,0,141.9766,H,15.1119,64.1844,4.5428,25.1117,0,6,5.0142,1.5353,0.1034,0.0485,0.0264,0.0278,2796.8,38.1,15.6,7.4,6.9,34,0,0,0,0,0,9,2,1,0,0.7302,0.1293,0.0379,0.0092,0.0033,1300.9,99.4,22.5,4.9,1.5,0.6611,0.1349,0.0311,0.0038,0.0006,1297.4,107.3,25.6,4.7,0.6,0.3266,0.4477,0.4994,0.2437,0.0983,0.0543,0.0281,0.021,0.0101,0.0043,0.0079,1947.2,430,283.3,113,43.1,20.4,11.1,8,3.9,1.8,3,2864.7,0,0,0,0,0,58,49,12,3,0,70,37,17,7,,,Chiero
Wooster,X,,1st.half,0.0525,X,0,X,0,8.8464,0,0,0,35.5159,X,2.1872,1.9339,0.109,0.0035,0,0,0,0.0523,0.0002,0,0,0,2864.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0.0001,0.0001,0,0,1002.6,0.4,0.2,0,0,0.0238,0.0001,0,0,0,1861,0.6,0,0,0,0.0524,0.0001,0,0,0,0,0,0,0,0,0,2864.7,0.1,0,0,0,0,0,0,0,0,0,2864.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Noga
Wooster,Z,,1st.half,0.1451,Z,0,Z,0,19.8403,0,0,0,38.0633,Z,5.0754,5.3496,0.3167,0.1187,0,0,0,0.1451,0,0,0,0,2864.8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0785,0.0033,0.0001,0,0,1049,6.3,0.2,0,0,0.0613,0.0019,0.0001,0,0,1802.3,6.6,0.4,0,0,0.1371,0.0072,0.0009,0,0,0,0,0,0,0,0,2855.7,8.3,0.8,0,0,0,0,0,0,0,0,2864.7,0,0,0,0,0,3,0,0,0,0,1,0,0,0,,,Stewart
Wooster,R,,2nd.half,2.892,R,280.7319,R,20,484.5295,0,0,0,180.8009,R,15.3505,111.2568,7.6938,46.2147,0,6,4.1334,0.2474,1.6685,0.8166,0.1595,0,812,1528.5,357.8,46.5,0,41,0,0,0,0,0,8,8,3,1,1.2121,0.1812,0.055,0.017,0.0024,1178,139.8,35.5,9.6,1.3,1.1959,0.1973,0.0259,0.0051,0.0001,1189.8,164.7,21.5,4.5,0.1,0.4803,0.8996,0.7651,0.3788,0.2035,0.0893,0.037,0.0188,0.0085,0.0047,0.0065,1126.5,861.9,444.8,172,79.1,31.7,13.6,7.1,3.2,2.1,2.8,2744.7,0,0,0,0,0,138,50,14,1,0,107,56,29,8,,,Butler
Wooster,C,,2nd.half,2.9822,C,116.8555,C,11,524.3971,1,0,0,234.7628,C,14.8633,114.7253,8.0748,48.3696,0,5.8556,4.7111,2.6505,0.1755,0.0898,0.0518,0.0146,2633.3,64.5,28.6,14.6,3.7,228,1,0,0,0,0,3,4,2,2,1.248,0.204,0.0499,0.0215,0.0059,1195.9,147.1,31,12.7,3.3,1.1861,0.2176,0.04,0.0078,0.0015,1141.1,170.7,33.1,8.2,1.6,0.4705,0.9194,0.8077,0.4211,0.1909,0.0926,0.0384,0.0194,0.0084,0.0051,0.0087,1051.1,884.8,461.4,197.8,78.4,37.4,15.7,7.5,4,2.4,4.2,2744.6,0,0,0,0,0,146,78,20,9,0,140,54,27,14,,,Keller
Wooster,I,,2nd.half,1.7243,I,205.0103,I,21,252.2163,0,0,0,123.731,I,15.2809,66.3322,4.7466,25.5356,0,5.4593,4.7037,1.3182,0.183,0.1066,0.0622,0.0542,2612.9,67,34.1,17.4,13.4,26,0,0,0,0,0,9,6,3,3,0.6745,0.1423,0.036,0.0139,0.0027,713.5,87.6,19.9,7.6,1.5,0.6873,0.1377,0.0243,0.0048,0.0007,1792.6,96.4,20.6,4.5,0.6,0.3045,0.4543,0.3424,0.2568,0.1544,0.1128,0.0531,0.0252,0.0111,0.0054,0.0042,1870.4,426.7,203.2,111.7,59.6,38.1,17.6,8.6,4.3,2.4,2.2,2744.7,0,0,0,0,0,70,43,11,4,0,68,27,21,6,,,Heyes
Wooster,E,,2nd.half,0.023,E,0,E,0,3.8635,0,0,0,4.2896,E,2.57,0.8831,0.0531,0.0036,0,0,0,0.0194,0.0036,0,0,0,2739.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.0011,0.0001,0,0,111.6,2.3,0.1,0,0,0.0096,0.0003,0,0,0,2629.6,1.1,0,0,0,0.0225,0.0004,0,0,0,0,0,0,0,0,0,2744.2,0.5,0,0,0,0,0,0,0,0,0,2744.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Wood
Wooster,L,,2nd.half,2.6335,L,131.1862,L,20,455.6901,0,0,0,190.386,L,15.4996,101.3124,7.2359,38.4254,0,6,5.2223,2.3158,0.1464,0.0968,0.0429,0.0317,2640.4,53.6,30.9,12.1,7.8,54,0,0,0,0,0,10,8,1,1,1.0852,0.2093,0.0547,0.018,0.0087,1195.6,156.1,32.9,9.6,3.8,0.9933,0.2082,0.0447,0.0099,0.0015,1128.9,172.1,36.4,8.2,1.2,0.5812,0.766,0.6057,0.3274,0.1631,0.0918,0.0402,0.0212,0.0124,0.0106,0.0139,1342.4,754.1,353.1,153.2,66.8,35.3,16.3,8.4,5,4.2,6,2744.7,0,0,0,0,0,132,69,24,6,0,113,61,28,12,,,Nielsen
Wooster,P,,2nd.half,1.1693,P,96.1972,P,13,210.4402,1,0,0,73.7609,P,15.4698,44.9832,3.145,16.1651,0,6,4.3067,0.9643,0.0991,0.0513,0.0248,0.0298,2677.5,36.5,16.4,7,7.4,14,1,0,0,0,0,4,8,1,0,0.5073,0.0719,0.0164,0.0071,0.0056,545.7,51.8,9.2,4.1,2.5,0.4591,0.0821,0.0164,0.0028,0.0008,2053.4,62.1,12.9,2.5,0.6,0.2585,0.3298,0.2345,0.1615,0.086,0.0429,0.0234,0.013,0.0082,0.0051,0.0062,2138,332.8,134.4,70.5,34,14.8,8.2,4.7,2.9,1.9,2.6,2744.7,0,0,0,0,0,38,18,8,3,0,36,11,5,8,,,Davis
Wooster,B ,,2nd.half,1.3474,B ,164.0863,B ,10,236.0705,1,0,0,104.0648,B ,14.5253,51.8363,3.6349,21.5171,0,5.3067,4.3245,0.1365,0.7013,0.4164,0.0932,0,1910.2,626.3,181.1,27.2,0,36,1,0,0,0,0,2,5,3,0,0.5717,0.0966,0.0236,0.0071,0.0033,894.4,72.9,14.2,4.5,2,0.5209,0.108,0.0156,0.0007,0.0001,1644.1,97.7,14,0.9,0.1,0.2121,0.3815,0.3433,0.2013,0.1147,0.0532,0.0214,0.0117,0.0048,0.0013,0.0021,2010,365.9,197.2,92.6,45,19.1,7.7,4.1,1.8,0.5,0.9,2744.7,0,0,0,0,0,61,40,3,1,0,59,19,10,9,,,Sierens
Wooster,N,,2nd.half,0.0382,N,0,N,0,6.3834,0,0,0,15.5247,N,2.2071,1.4699,0.0854,0,0,0,0,0.0382,0,0,0,0,2744.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0.0009,0,0,0,452.6,2.2,0,0,0,0.0156,0.0003,0,0,0,2287.8,2.1,0,0,0,0.0381,0.0001,0,0,0,0,0,0,0,0,0,2744.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Wecht
Wooster,A,,2nd.half,0.0823,A,0,A,0,12.0854,0,0,0,40.8665,A,1.8393,3.1642,0.1806,0,0,0,0,0.0821,0.0001,0,0,0,2744.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469,0.0002,0,0,0,1148.7,0.8,0,0,0,0.035,0.0001,0,0,0,1594.7,0.6,0,0,0,0.0823,0,0,0,0,0,0,0,0,0,0,2744.8,0,0,0,0,0,0,0,0,0,0,2744.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Rahman
Wooster,S,,2nd.half,2.8652,S,233.4409,S,22,528.6527,0,0,0,193.2826,S,15.9271,110.2258,7.7861,42.9503,0,6,5.16,2.4256,0.2034,0.1037,0.0675,0.0651,2602.4,74.5,33.1,18.8,16,144,0,0,0,0,0,12,8,1,1,1.1267,0.2037,0.077,0.0197,0.0039,1137.1,148.3,42.6,10.1,2,1.18,0.2094,0.0346,0.0094,0.001,1215.1,153.3,27.5,8,0.8,0.5491,0.8534,0.6201,0.3901,0.1955,0.1277,0.0618,0.0319,0.0176,0.0088,0.0092,1190.9,854.2,353.7,174.1,78.6,45.3,22.1,11.7,6.7,3.2,4.3,2744.7,0,0,0,0,0,118,54,18,5,0,103,60,30,7,,,Reiser
Wooster,K ,,2nd.half,2.3201,K ,169.0524,K ,15,414.7199,0,0,0,155.3439,K ,15.9619,89.2535,6.1979,29.6051,0,5.8963,4.88,2.0497,0.0969,0.0774,0.0605,0.0356,2658.8,35.7,24.6,16.9,8.8,32,0,0,0,0,0,6,6,3,0,0.9841,0.1422,0.0437,0.0136,0.0054,1252,100.4,24.2,6.5,2.8,0.9324,0.1605,0.034,0.0035,0.0007,1206.8,125,23.9,2.5,0.7,0.6474,0.636,0.4806,0.2497,0.1386,0.0742,0.0386,0.0223,0.0157,0.0049,0.0121,1596.8,637.1,277.1,117.5,54.4,27.4,14.1,8.3,5.8,1.8,4.5,2744.7,0,0,0,0,0,93,50,13,2,0,80,40,14,13,,,Dalimonte
Wooster,J,,2nd.half,0.4469,J,56.7474,J,4,88.7543,0,0,0,56.6606,J,15.4648,17.193,1.2356,6.0806,0,4.1067,4.598,0.3732,0.0231,0.0184,0.0137,0.0185,2722.2,8.4,5.8,3.9,4.5,10,0,0,0,0,0,0,4,0,0,0.1864,0.0444,0.0117,0.0007,0.0002,879.9,33.7,6.9,0.4,0.1,0.1538,0.0384,0.0087,0.0021,0.0006,1782.8,32.9,5.9,1.8,0.4,0.1216,0.1108,0.0894,0.047,0.0282,0.0216,0.0086,0.0048,0.0059,0.0039,0.0051,2534.3,109.7,50.9,21.4,10.7,7.8,2.7,1.9,1.9,1.4,2.1,0,0,0,0,0,0,22,7,4,3,0,18,12,2,1,,,Connell
Wooster,F ,,2nd.half,1.3683,F ,0,F ,0,243.2532,0,0,0,90.4076,F ,9.4549,52.6374,3.3864,9.8149,0,4.7867,4.4,1.363,0.0052,0,0,0,2742.8,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0.648,0.0582,0.0135,0.0039,0.0007,1299,70.2,10.5,3.2,0.5,0.587,0.0463,0.0084,0.0017,0.0004,1272,76,10.9,2,0.5,0.8083,0.3922,0.1172,0.0366,0.0064,0.0031,0.0015,0.0007,0.0008,0.0005,0.001,2225.6,413.7,77.1,19.5,4.2,1.9,0.8,0.5,0.5,0.4,0.6,2744.7,0,0,0,0,0,47,19,6,1,0,48,16,12,2,,,Hague
Wooster,G ,,2nd.half,0.0594,G ,0,G ,0,8.0749,0,0,0,29.3027,G ,2.8882,2.2846,0.1324,0.0073,0,0,0,0.0594,0,0,0,0,2744.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315,0.0015,0.0001,0,0,860.7,3.5,0.2,0,0,0.0258,0.0004,0,0,0,1877.7,2.7,0,0,0,0.0582,0.0012,0,0,0,0,0,0,0,0,0,2743.2,1.6,0,0,0,0,0,0,0,0,0,2744.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Flynn
Wooster,Q,,2nd.half,2.9127,Q,107.3564,Q,10,606.288,0,0,0,209.9991,Q,14.7291,112.0529,7.7017,44.8776,0,6,4.0963,2.6438,0.1569,0.0511,0.0368,0.0242,2653.8,58.4,16.3,10.2,6.1,87,0,0,0,0,0,3,4,3,0,1.233,0.1805,0.0542,0.014,0.0022,1197.2,132.7,34.9,8.3,1.2,1.2147,0.1806,0.0295,0.0038,0.0002,1193.4,146.9,26.1,3.9,0.2,0.5252,0.8658,0.7823,0.4723,0.142,0.0684,0.0283,0.0168,0.0084,0.0013,0.0019,1118.4,857.8,439.8,218.9,61.3,25.5,11.5,6.5,3.5,0.6,1,2744.7,0,0,0,0,0,119,62,16,1,0,112,55,31,6,,,Reap
Wooster,U,,2nd.half,1.8652,U,166.185,U,22,306.8022,0,0,0,124.5283,U,17.4582,71.7551,5.2845,29.157,0,5.12,5.5037,1.4998,0.1546,0.1164,0.0552,0.0392,2626.4,56.5,36.9,15.6,9.4,43,0,0,0,0,0,15,4,1,2,0.7033,0.1545,0.0616,0.0246,0.0051,1005.5,101.1,33.6,12,2.4,0.6988,0.1607,0.0442,0.0103,0.0022,1445.6,107.4,27.7,7.7,1.8,0.3319,0.5999,0.3057,0.2474,0.1551,0.0827,0.0592,0.0277,0.0186,0.0141,0.023,1717.6,598.8,175.6,109.9,58.3,30.8,22,10.2,7,5.4,9.2,2744.7,0,0,0,0,0,67,43,15,9,0,56,36,22,14,,,Garrard
Wooster,H,,2nd.half,1.695,H,62.1542,H,15,270.9544,0,0,0,127.7696,H,14.0978,65.207,4.5135,26.4983,0,5.3051,4.4162,1.4993,0.1031,0.0573,0.0287,0.0066,2678.9,37.8,18.3,8,1.7,36,0,0,0,0,0,12,3,0,0,0.757,0.098,0.0287,0.0077,0.0039,1137,76,14.8,4.1,1.8,0.6624,0.1138,0.0204,0.0026,0.0004,1398.3,93.8,16,2.5,0.4,0.3027,0.5084,0.4452,0.2326,0.1121,0.0471,0.0154,0.0106,0.0106,0.0045,0.0059,1817.3,486.5,253.5,106.3,44.3,18.5,5.9,3.9,4.2,1.8,2.5,2744.7,0,0,0,0,0,73,35,7,3,0,55,26,9,6,,,Chiero
