Session Title,Player Name,Minutes Played,Split Name,Distance (miles),Player Name,Sprint Distance (yards),Player Name,Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Player Name,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,,,Player Name
OWU,J,,1st.half,1.1235,J,29.6675,J,12,220.2544,0,0,0,83.8443,J,14.4557,43.1896,3.0638,19.0462,0,5.1758,4.893,0.98,0.0814,0.0453,0.012,0.0048,2698,29.9,14.5,3.4,1.2,12,0,0,0,0,0,8,4,0,0,0.4625,0.0755,0.0296,0.0094,0.0036,733.5,60.2,17.7,5.3,1.6,0.4328,0.0882,0.0169,0.0046,0.0003,1838.7,71.7,14,3.9,0.4,0.1943,0.4233,0.2234,0.134,0.074,0.0326,0.0182,0.0098,0.0066,0.0034,0.0041,2092.9,401.7,130.9,60.4,30,13.4,7.7,3.8,2.8,1.5,1.9,0,0,0,0,0,0,56,24,10,2,0,37,23,14,6,,,
OWU,Q,,1st.half,3.0749,Q,60.0108,Q,20,654.4422,4,0,0,223.7174,Q,13.7697,118.2068,8.3068,46.8111,0,6,4.2334,2.7013,0.2311,0.1085,0.0299,0.0042,2617.7,85,34.7,8.5,1.1,80,4,0,0,0,0,11,7,1,1,1.2067,0.2377,0.0609,0.0194,0.0081,1129.3,162.6,38,11.3,4.3,1.257,0.25,0.0329,0.0021,0.0001,1180.2,191.6,27.1,2.4,0.2,0.5562,0.7703,0.8479,0.5297,0.2204,0.0852,0.0399,0.0155,0.0059,0.0025,0.0015,1114.5,751.6,482.1,242.6,93.4,35.6,16.4,6.7,2.5,1,0.6,0,0,0,0,0,0,138,80,13,1,0,121,68,27,19,,,
OWU,B ,,1st.half,0.0663,B ,0,B ,0,9.8492,0,0,0,19.5173,B ,3.2312,2.5503,0.1515,0.0182,0,0,0,0.0581,0.0082,0,0,0,2736.4,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361,0.0023,0.0003,0,0,492.8,5.8,0.5,0,0,0.0266,0.001,0,0,0,2240.4,7.1,0.3,0,0,0.0618,0.0045,0,0,0,0,0,0,0,0,0,2741.4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
OWU,G,,1st.half,1.4116,G,94.9505,G,18,237.8008,0,0,0,108.7655,G,15.3903,54.2665,3.8948,19.9716,0,4.8519,4.3067,1.1631,0.1247,0.0699,0.0369,0.017,2664.3,45.8,22.3,10.3,4.2,30,0,0,0,0,0,11,5,2,0,0.5629,0.1204,0.0325,0.0087,0.0019,1128.9,79.5,18.5,4.5,0.8,0.5336,0.1192,0.0275,0.0047,0.0003,1403.3,86.6,20.6,3.9,0.3,0.3096,0.3915,0.2622,0.1987,0.1138,0.0602,0.0317,0.0208,0.0103,0.0058,0.0071,2021.2,390.3,150.8,87.3,44.4,23.6,12.5,7.7,4.1,2.1,2.9,0,0,0,0,0,0,47,39,9,2,0,53,32,12,5,,,
OWU,I,,1st.half,1.8054,I,120.6503,I,13,262.5105,0,0,0,133.5933,I,14.7142,69.4025,4.9365,28.1408,0,5.0425,4.9423,1.4826,0.163,0.0912,0.046,0.0225,2639.1,60.2,29,12.9,5.7,34,0,0,0,0,0,2,8,2,1,0.7172,0.1337,0.0389,0.0142,0.0043,694.6,88.5,21.9,7.7,2.3,0.7249,0.1429,0.0255,0.0033,0.0006,1806.4,101,20.8,3.1,0.6,0.3013,0.4733,0.4203,0.2953,0.1573,0.0895,0.0406,0.0174,0.0052,0.0027,0.0023,1818,431.4,243.4,131.2,62,33.5,15.7,6.9,2.3,1.2,1.3,0,0,0,0,0,0,86,35,11,4,0,71,33,9,13,,,
OWU,Z,,1st.half,0.1059,Z,0,Z,0,14.4569,0,0,0,28.5305,Z,4.7821,4.0707,0.2407,0.0255,0,0,0,0.1059,0,0,0,0,2747,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0552,0.003,0.0001,0.0002,0,780.4,6.5,0.2,0.2,0,0.0463,0.0009,0.0002,0,0,1956.3,3.2,0.2,0,0,0.1019,0.0036,0.0002,0.0002,0,0,0,0,0,0,0,2742.1,4.6,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
OWU,C,,1st.half,3.2799,C,22.8488,C,15,586.7108,2,0,0,277.5965,C,12.7556,126.0872,9.0271,58.6042,0,5.4297,5.2566,2.9862,0.2034,0.0774,0.013,0,2643.3,75.1,24.8,3.7,0,246,2,0,0,0,0,12,2,0,1,1.3542,0.2553,0.0591,0.0229,0.008,1163.4,179,37.5,11.9,3.9,1.2576,0.2538,0.0564,0.0107,0.002,1101.5,195.4,43.2,8.8,2.3,0.366,1.0009,1.0449,0.5178,0.189,0.0787,0.0368,0.0201,0.0085,0.0078,0.0095,835.3,911.7,597.9,242.8,84.6,35.2,16.9,9.5,4.1,3.8,5.1,0,0,0,0,0,0,185,89,27,11,0,186,83,27,20,,,
OWU,N,,1st.half,0.0572,N,0,N,0,9.4779,0,0,0,21.8642,N,2.237,2.1995,0.1266,0,0,0,0,0.0572,0,0,0,0,2746.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332,0.0002,0,0,0,646.4,0.6,0,0,0,0.0236,0.0001,0,0,0,2099.1,0.8,0,0,0,0.0572,0,0,0,0,0,0,0,0,0,0,2746.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
OWU,S,,1st.half,2.8773,S,101.3569,S,22,539.6331,0,0,0,205.164,S,16.5833,110.6084,7.9419,46.8436,0,6,5.8708,2.5458,0.1808,0.0931,0.0425,0.0151,2634.9,66.7,29.6,12.1,3.5,178,0,0,0,0,0,15,4,3,0,1.0685,0.2452,0.0755,0.0248,0.0089,1104.7,167.8,45.8,13.3,4.5,1.1647,0.2274,0.0499,0.01,0.0023,1193.5,169.1,38,8.4,1.7,0.5097,0.9212,0.6927,0.368,0.1808,0.0897,0.0535,0.0227,0.0167,0.0095,0.0128,1112.4,905.1,397,170.7,76.8,37.5,21.3,9,6.7,4.4,5.9,0,0,0,0,0,0,131,73,27,9,0,117,76,38,16,,,
OWU,H,,1st.half,1.5977,H,60.1551,H,14,259.9273,1,0,0,129.9245,H,13.6902,61.4193,4.3269,23.3382,0,6,4.3823,1.376,0.1139,0.0736,0.0295,0.0047,2672.4,41.6,23.5,8.3,1.2,43,1,0,0,0,0,10,3,1,0,0.6536,0.1053,0.0339,0.0128,0.0071,1249.6,80.5,19.9,7.2,3.2,0.6381,0.1185,0.026,0.0024,0.0002,1263.9,99.3,20.9,2.2,0.3,0.3564,0.4835,0.3557,0.1864,0.1031,0.0528,0.0272,0.0165,0.0077,0.0045,0.004,1897.2,466.6,212.4,85.7,40.5,20.9,10.6,6.4,3.4,1.6,1.7,0,0,0,0,0,0,70,37,9,2,0,66,26,15,12,,,
OWU,V,,1st.half,3.0837,V,84.6246,V,17,554.349,1,0,0,247.6747,V,14.6347,118.5421,8.4016,50.8555,0,5.8978,4.9956,2.7499,0.2049,0.0808,0.0333,0.0148,2632.8,75.4,25.8,9.3,3.7,126,1,0,0,0,0,9,6,1,1,1.2411,0.2578,0.0543,0.0151,0.0048,1143.8,185.7,33,8.7,2.3,1.2161,0.247,0.0398,0.0067,0.001,1135,195.8,35.3,6.4,1,0.4811,0.9042,0.8931,0.4573,0.1853,0.0796,0.0439,0.0203,0.0093,0.0041,0.0055,1015.4,849.1,523.6,212.9,79,31.7,18,8.4,4.2,2,2.7,0,0,0,0,0,0,182,82,19,5,0,168,77,23,9,,,
OWU,R,,1st.half,2.8274,R,232.2445,R,22,480.3474,0,0,0,172.5649,R,14.1227,108.6891,7.6213,41.7037,0,5.2,5.3445,0.2962,1.4377,0.9614,0.132,0,922.7,1369.6,416,38.7,0,37,0,0,0,0,0,12,4,4,2,1.1747,0.191,0.0604,0.0194,0.0053,1193.6,141.2,37.2,11.5,2.7,1.1204,0.2169,0.0335,0.0049,0.0008,1153.6,174.8,27.6,4.1,0.7,0.5422,0.7365,0.6815,0.4899,0.2169,0.0843,0.0361,0.0219,0.0066,0.004,0.0073,1257,731,389.1,220,86.6,33,13.8,8.6,3,1.7,3.2,0,0,0,0,0,0,134,63,10,4,0,88,65,34,11,,,
OWU,E,,1st.half,0.0274,E,0,E,0,4.6031,0,0,0,5.4976,E,3.0721,1.0524,0.0632,0.0218,0,0,0,0.018,0.0093,0,0,0,2734.9,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142,0.0009,0.0001,0,0,139.8,2.5,0.1,0,0,0.0118,0.0004,0,0,0,2602,2.6,0,0,0,0.0235,0.0039,0,0,0,0,0,0,0,0,0,2742.4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
OWU,X,,1st.half,1.1029,X,0.5501,X,0,213.7874,0,0,0,81.1758,X,10.7623,42.3972,2.7479,6.8984,0,5.5778,4.6889,0.4612,0.5741,0.0673,0.0003,0,2063.5,652.4,31,0.1,0,9,0,0,0,0,0,0,0,0,0,0.5318,0.0493,0.0109,0.004,0.0018,1333.1,55,9,2.5,1.1,0.4483,0.0449,0.0101,0.0018,0.0001,1265.3,69,10.2,1.7,0.1,0.7211,0.2089,0.1165,0.0326,0.0095,0.0072,0.0031,0.0014,0.0011,0.001,0.0006,2427.3,216,72.8,17.8,5.2,3.9,1.7,0.8,0.6,0.6,0.3,0,0,0,0,0,0,31,21,7,1,0,33,16,6,4,,,
OWU,K ,,1st.half,2.8212,K ,211.0831,K ,27,520.0736,0,0,0,194.1446,K ,17.3439,108.4532,7.7665,40.9531,0,6,5.5152,2.407,0.1822,0.1122,0.0542,0.0657,2613.5,66.8,35.8,15.1,15.6,39,0,0,0,0,0,17,8,1,1,1.1735,0.2091,0.0611,0.0156,0.0068,1238.7,137.6,31,6.9,2.7,1.0662,0.234,0.0437,0.0092,0.0021,1130.2,162.7,28.3,6.7,2,0.5574,0.7491,0.7002,0.356,0.1811,0.1111,0.0709,0.0362,0.0277,0.0125,0.019,1282.7,726.4,400,162.1,74.4,41.3,25.2,12.4,9.4,4.7,8.2,0,0,0,0,0,0,121,56,20,9,0,119,55,14,12,,,
OWU,L ,,1st.half,2.961,L ,167.459,L ,17,508.631,4,0,0,215.8724,L ,15.0423,113.8284,8.0706,46.7671,0,6,4.4404,2.6133,0.1628,0.0897,0.0718,0.0234,2632.1,60.3,28.5,20,5.9,62,4,0,0,0,0,7,8,1,1,1.2545,0.2349,0.0494,0.0137,0.0044,1197.9,168.2,32.7,7.7,2,1.1205,0.2304,0.044,0.0082,0.0009,1105.4,184.9,39.1,8,0.9,0.5253,0.7964,0.8447,0.415,0.1904,0.0948,0.0431,0.022,0.0147,0.006,0.0087,1151.6,761.8,485,195.7,77.9,37,16.4,8.9,6.3,2.3,3.9,0,0,0,0,0,0,152,85,26,4,0,144,76,27,8,,,
OWU,O,,2nd.half,0.0781,O,0,O,0,9.2429,0,0,0,32.1551,O,3.0323,2.9473,0.1705,0,0,0,0,0.0719,0.0063,0,0,0,2791.3,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425,0.001,0,0,0,913.5,2.7,0,0,0,0.0343,0.0003,0,0,0,1881.8,2.2,0,0,0,0.077,0.0012,0,0,0,0,0,0,0,0,0,2798.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
OWU,A,,2nd.half,0.077,A,0,A,0,11.3455,0,0,0,39.3392,A,2.4855,2.9059,0.1662,0,0,0,0,0.0755,0.0016,0,0,0,2797.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415,0.0005,0,0,0,1123.1,1.4,0,0,0,0.0349,0.0002,0,0,0,1674.2,1.5,0,0,0,0.0769,0.0002,0,0,0,0,0,0,0,0,0,2800,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
OWU,J,,2nd.half,1.2866,J,55.9185,J,7,250.9547,0,0,0,97.583,J,13.9735,48.5246,3.4245,21.5842,0,4.5911,5.08,1.1395,0.0727,0.0427,0.0255,0.0063,2751.1,26.8,13.5,7.2,1.6,13,0,0,0,0,0,3,4,0,0,0.5373,0.1014,0.0223,0.0083,0.002,899.5,75,13.5,4.2,1.1,0.494,0.0998,0.0174,0.0038,0.0003,1710.2,79.4,13.5,3.4,0.4,0.1969,0.4479,0.297,0.1777,0.0864,0.0399,0.0204,0.0087,0.0053,0.0035,0.0029,2048.4,431.1,170.2,81.9,35.3,16.5,8.3,3.5,2.2,1.5,1.3,0,0,0,0,0,0,71,30,9,3,0,57,25,11,7,,,
OWU,Q,,2nd.half,1.7179,Q,33.5126,Q,6,356.8681,0,0,0,135.9274,Q,13.2577,64.7898,4.4436,24.7554,0,5.0178,3.5148,1.5174,0.1458,0.0357,0.019,0,2729.4,54,11.4,5.4,0,30,0,0,0,0,0,2,3,1,0,0.7507,0.105,0.0244,0.0077,0.0021,954.5,77.2,14.1,5.1,1.3,0.6982,0.1115,0.0161,0.0022,0,1642.9,89.8,13.4,1.9,0,0.3574,0.4734,0.4068,0.3008,0.1149,0.0362,0.0177,0.0047,0.0034,0.002,0.0004,1891.6,467.8,230.8,135,47.6,15,7.4,2.2,1.7,0.9,0.2,0,0,0,0,0,0,76,26,8,0,0,69,25,14,5,,,
OWU,B ,,2nd.half,1.2985,B ,141.3917,B ,12,230.6815,1,0,0,88.1457,B ,13.7598,48.9705,3.4817,19.4343,0,6,4.4704,0.1237,0.6603,0.4341,0.0803,0,1977.1,614.8,184.7,23.6,0,33,1,0,0,0,0,9,1,1,1,0.517,0.0941,0.0247,0.0089,0.0059,632.7,62.5,13.8,4.7,3.1,0.5228,0.1038,0.0181,0.0027,0.0004,1986.8,78.4,14.8,2.9,0.5,0.2249,0.3433,0.2973,0.2093,0.1236,0.0475,0.0268,0.0113,0.0071,0.0031,0.0044,2112.9,337,171.2,92.8,47.4,18.3,10.2,4.6,2.5,1.4,1.9,0,0,0,0,0,0,52,29,7,2,0,41,23,8,10,,,
OWU,G,,2nd.half,1.1069,G,94.6148,G,9,184.787,0,0,0,91.5071,G,17.5576,41.7459,2.9689,14.8525,0,6,4.2519,0.9423,0.0743,0.0365,0.0143,0.0395,2748.4,27.1,11.7,4,9,19,0,0,0,0,0,6,2,0,1,0.4421,0.084,0.024,0.0083,0.0044,1088,70.3,13.2,4.2,2.2,0.4302,0.0911,0.0203,0.002,0.0005,1523.9,80.4,15.1,2.5,0.4,0.2845,0.3582,0.1772,0.1183,0.0597,0.0346,0.0322,0.0181,0.0133,0.0046,0.0063,2214.2,363.1,106,54.2,24.7,12.9,10.7,6.4,4.2,1.5,2.3,0,0,0,0,0,0,46,29,10,1,0,45,21,8,10,,,
OWU,I,,2nd.half,2.0495,I,233.4551,I,25,300.5738,1,0,0,146.3663,I,15.9967,77.2957,5.5447,28.5337,0,5.3289,4.3667,1.5931,0.2028,0.121,0.1065,0.0261,2650.7,74.7,38.5,29.8,6.5,24,1,0,0,0,0,11,9,3,2,0.8235,0.1651,0.04,0.0157,0.0041,823.8,108.1,20.3,7.7,2,0.7918,0.1744,0.0314,0.003,0.0007,1691.7,119.4,23.6,2.8,0.8,0.3914,0.435,0.433,0.356,0.2105,0.1078,0.0556,0.0363,0.0143,0.0047,0.005,1822.3,415.7,244.2,157.6,77.8,39.8,19.8,13.7,5.3,1.9,2.1,0,0,0,0,0,0,63,61,8,4,0,78,31,17,9,,,
OWU,Z,,2nd.half,0.1335,Z,0,Z,0,18.0544,0,0,0,34.6373,Z,3.0572,5.0334,0.2948,0.0107,0,0,0,0.1335,0,0,0,0,2800.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729,0.0018,0.0002,0,0,970.6,3.9,0.2,0,0,0.0578,0.0008,0,0,0,1821.5,3.9,0.1,0,0,0.1306,0.0029,0,0,0,0,0,0,0,0,0,2796.4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,
OWU,C,,2nd.half,2.9763,C,26.2335,C,11,518.9987,0,0,0,242.8953,C,14.0183,112.2498,7.8333,48.9894,0,5.2815,4.36,2.7375,0.1806,0.0433,0.0114,0.0035,2715.6,66.6,13.9,3.2,0.9,202,0,0,0,0,0,9,1,1,0,1.252,0.2097,0.0429,0.013,0.005,1222.6,155.3,27.6,6.9,2.3,1.1946,0.2158,0.0374,0.0057,0.0004,1180.4,167.8,31.7,5.3,0.3,0.4757,1.0052,0.8037,0.4262,0.1404,0.0645,0.0284,0.0122,0.006,0.0067,0.0072,1061.6,952.7,468.3,200.1,62.9,27.9,12.5,5.4,2.8,2.9,3.1,0,0,0,0,0,0,159,72,18,2,0,166,66,17,8,,,
OWU,N,,2nd.half,0.0575,N,0,N,0,9.5774,0,0,0,22.7711,N,2.8235,2.1693,0.1255,0,0,0,0,0.0575,0,0,0,0,2800.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315,0.0004,0,0,0,649.5,1.1,0,0,0,0.0254,0.0002,0,0,0,2147.6,2,0,0,0,0.0567,0.0009,0,0,0,0,0,0,0,0,0,2799.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
OWU,S,,2nd.half,2.6032,S,152.4055,S,19,477.9582,1,0,0,184.2714,S,14.6943,98.1766,6.9002,38.0259,0,4.4778,4.9819,2.2289,0.1943,0.0933,0.0573,0.0293,2675.7,71.3,29.8,16,7.4,138,1,0,0,0,0,10,6,1,2,1.0198,0.2059,0.0524,0.0185,0.0022,1177.7,141.5,30.2,11.2,1.3,1.0711,0.1907,0.0361,0.0059,0.0006,1261.2,144.7,26.5,5.1,0.8,0.5352,0.7808,0.5621,0.3527,0.1758,0.1001,0.0441,0.0237,0.0139,0.0054,0.0093,1398.6,776.6,321.7,157.5,70.2,37.6,17,9,5.8,2.3,3.9,0,0,0,0,0,0,117,51,18,3,0,106,53,28,8,,,
OWU,H,,2nd.half,1.5796,H,104.5579,H,15,259.1742,1,0,0,126.6584,H,14.7142,59.5728,4.2325,21.6957,0,6,4.8845,1.3468,0.0894,0.0839,0.0424,0.017,2724.4,32.9,26.6,11.9,4.3,35,1,0,0,0,0,11,2,1,1,0.6645,0.094,0.0317,0.0156,0.0066,1283.3,68.3,17.6,7.8,3.4,0.6208,0.1099,0.0292,0.0064,0.0009,1307.6,84.4,21.1,5.8,0.8,0.3609,0.4289,0.3453,0.1976,0.1077,0.0561,0.0358,0.0208,0.0121,0.0044,0.0101,2000.8,416.2,198.9,89.7,40.7,21.1,13.8,8.3,4.6,1.9,4.1,0,0,0,0,0,0,54,30,13,4,0,45,23,13,13,,,
OWU,V,,2nd.half,2.7428,V,41.7256,V,16,482.8454,1,0,0,223.9146,V,14.2072,103.4417,7.1789,41.7399,0,4.8534,4.1289,2.5435,0.1205,0.0551,0.0206,0.0031,2731.2,44.8,17.6,5.8,0.8,109,1,0,0,0,0,11,5,0,0,1.1789,0.196,0.0373,0.0095,0.0036,1221.4,156.4,25.3,5.1,1.9,1.0963,0.1795,0.0355,0.0059,0.0001,1194.1,157.7,32.5,5.6,0.2,0.5779,0.8155,0.7586,0.3632,0.1336,0.05,0.0153,0.0134,0.0077,0.0034,0.004,1316.8,771.5,438.1,173.9,58.1,22.4,6.8,6.1,3.3,1.4,1.8,0,0,0,0,0,0,133,81,16,2,0,134,65,14,8,,,
OWU,R,,2nd.half,2.8726,R,175.6064,R,20,483.8878,0,0,0,177.8277,R,14.585,108.3387,7.5316,42.1327,0,6,4.7852,0.3083,1.4648,0.9998,0.0998,0,962.6,1378.6,430.3,28.7,0,34,0,0,0,0,0,12,6,1,1,1.2177,0.1877,0.0537,0.0149,0.0045,1203.8,144.1,34.2,8.8,2.3,1.1506,0.2049,0.0327,0.0056,0.0004,1203.6,171.2,26.9,4.8,0.5,0.551,0.7406,0.7197,0.5264,0.1882,0.0733,0.036,0.0169,0.0093,0.0063,0.0049,1291.1,731.1,411.7,232.6,76.2,28,14.2,6.6,3.8,2.6,2.3,0,0,0,0,0,0,128,57,15,3,0,91,65,22,9,,,
OWU,E,,2nd.half,0.8135,E,26.7377,E,5,163.1522,2,0,0,62.4867,E,11.836,30.6796,2.1963,13.0848,0,4.3778,4.5067,0.0791,0.4371,0.2821,0.0152,0,2289.7,384.6,121.2,4.7,0,36,2,0,0,0,0,3,2,0,0,0.3186,0.0803,0.0141,0.0035,0.0007,335.5,57.4,10.1,2,0.5,0.3068,0.0751,0.0128,0.0012,0.0002,2320.4,60.6,12,1.5,0.2,0.1255,0.2245,0.2101,0.1509,0.0638,0.023,0.0088,0.0049,0.0011,0.0005,0.0004,2351.4,210.9,123.4,69.4,27.4,10.4,3.9,2.3,0.5,0.4,0.2,0,0,0,0,0,0,48,26,6,2,0,49,23,5,3,,,
OWU,X,,2nd.half,1.0228,X,13.4503,X,2,195.7738,1,0,0,77.0946,X,13.7548,38.5759,2.4687,4.5606,0,6,4.8623,0.5364,0.4411,0.0377,0.0076,0,2259.7,521.6,16.7,2.1,0,8,1,0,0,0,0,2,0,0,0,0.5133,0.0325,0.006,0.0035,0.0023,1382.1,37.7,4.4,1.6,1.1,0.4252,0.0298,0.0071,0.0022,0.0008,1317.8,44.2,8.2,2.1,0.9,0.7607,0.1442,0.0716,0.0206,0.0062,0.007,0.0039,0.0027,0.0025,0.0012,0.0023,2578.6,152.4,46.3,11,3.2,2.6,1.7,1.1,1.1,0.7,1.4,0,0,0,0,0,0,26,6,5,3,0,20,9,4,2,,,
OWU,K ,,2nd.half,2.5316,K ,139.6966,K ,18,458.5424,0,0,0,177.5038,K ,16.812,95.4788,6.7175,34.0845,0,4.9963,4.3111,2.2667,0.1185,0.067,0.0298,0.0496,2714.9,43.6,21.4,8.3,11.9,37,0,0,0,0,0,10,7,1,0,1.1312,0.1678,0.0408,0.016,0.0037,1300.5,120.5,22.8,7.3,1.9,0.9205,0.2086,0.0362,0.0061,0.0008,1159.9,153.9,27.6,5,0.7,0.6203,0.6813,0.6032,0.3158,0.1276,0.0719,0.043,0.028,0.0181,0.0096,0.0129,1509.8,670.9,345.8,149.6,55.1,27.8,15.4,10.2,7,3.4,5.1,0,0,0,0,0,0,130,52,14,5,0,122,39,12,12,,,
OWU,L ,,2nd.half,2.7132,L ,66.0365,L ,14,462.0202,2,0,0,195.8312,L ,13.899,102.3265,7.1912,40.7935,0,5.592,4.7354,2.4498,0.1569,0.069,0.0325,0.0051,2709.8,57.9,22.1,9.1,1.3,73,2,0,0,0,0,9,3,2,0,1.1798,0.2052,0.0393,0.0142,0.0036,1256.7,154.3,23.7,7.6,2.1,1.0204,0.2007,0.042,0.0075,0.0005,1147.5,165.9,34.6,7.2,0.6,0.5702,0.8144,0.6757,0.3585,0.1543,0.0682,0.028,0.0226,0.009,0.0048,0.0074,1335,783.7,388.5,168,64.2,29.1,12.2,10.2,3.9,1.9,3.5,0,0,0,0,0,0,129,73,23,4,0,137,56,19,10,,,
